avg predictions, avg steps, comp, predictions steps, run steps
0,24.0,[21, 29, 25, 21, 24],2.2666666666666666,[[2, 0, 1], [10, 1, 0], [5, 0, 5], [1, 3, 0], [1, 4, 1]]
1,23.4,[22, 19, 28, 26, 22],1.5999999999999999,[[1, 5, 0], [1, 1, 1], [2, 0, 0], [4, 4, 0], [1, 0, 4]]
