comp, avg steps, run steps, avg predictions, predictions steps, history
0,4.666666666666667,[7, 7],1.6666666666666665,[[1], [4]],[[[[(0, 2), (2, 2), '0110010', 'Down', '0010110', 'Down'], [(0, 2), (0, 2), '1111010', 'Right', '1011110', 'Up'], [(0, 2), (0, 2), '1210010', 'Up', '0011210', 'Right'], [(0, 2), (0, 2), '1210110', 'Load', '0111210', 'Load']], [[(2, 2), (2, 2), '1210111', 'Up', '0111211', 'Down'], [(2, 2), (2, 2), '0211110', 'Down', '1110210', 'Down'], [(2, 2), (2, 2), '1212110', 'Load', '2111210', 'Load']]], [[[(2, 2), (2, 2), '0110010', 'Down', '0010110', 'Down'], [(2, 2), (0, 2), '1111010', 'Right', '1011110', 'Up'], [(2, 2), (0, 2), '1210010', 'Down', '0011210', 'Right'], [(2, 2), (0, 2), '1210110', 'Load', '0111210', 'Load']], [[(2, 2), (2, 2), '1210111', 'Up', '0111211', 'Down'], [(2, 2), (2, 2), '0211110', 'Down', '1110210', 'Down'], [(2, 2), (2, 2), '1212110', 'Load', '2111210', 'Load']]]]
