comp, avg steps, run steps, avg predictions, predictions steps, history
0,25.0,[21, 29, 25],2.666666666666667,[[2, 0, 1], [10, 1, 0], [5, 0, 5]],[[[[(1, 2), '1110210', 'Down', '0211110', 'Left'], [(1, 2), '2110110', 'Right', '0112110', 'Right'], [(1, 2), '2210210', 'Load', '0212210', 'Right'], [(1, 2), '2210310', 'None', '0312210', 'Down'], [(1, 2), '2211310', 'Load', '1312210', 'Load']], [[(4, 4), '2211311', 'Load', '1312211', 'Down'], [(4, 4), '2212310', 'Right', '2312210', 'Down'], [(4, 4), '2313310', 'Right', '3312310', 'Down'], [(4, 4), '2414310', 'Down', '4312410', 'Load'], [(4, 4), '3414310', 'Load', '4313410', 'Load']], [[(1, 4), '3414311', 'Down', '4313411', 'None'], [(1, 4), '4414310', 'Up', '4314410', 'Up'], [(1, 4), '3413310', 'Up', '3313410', 'Up'], [(1, 4), '2412310', 'Up', '2312410', 'Up'], [(1, 4), '2411310', 'Load', '1312410', 'Load']], [[(0, 0), '2411311', 'Left', '1312411', 'Up'], [(0, 0), '2310310', 'Up', '0312310', 'Left'], [(0, 0), '1310210', 'Left', '0211310', 'Left'], [(0, 0), '1210110', 'Left', '0111210', 'Left'], [(0, 0), '1110110', 'Left', '0111110', 'Load'], [(0, 0), '1010110', 'Load', '0111010', 'Load']]], [[[(0, 3), '0211110', 'Left', '1110210', 'Left'], [(0, 3), '0111010', 'Down', '1010110', 'Down'], [(0, 3), '1112010', 'Left', '2011110', 'Load'], [(0, 3), '1012010', 'Down', '2011010', 'Down'], [(0, 3), '2013010', 'Down', '3012010', 'Down'], [(0, 3), '3014010', 'Right', '4013010', 'Right'], [(0, 3), '3114110', 'Right', '4113110', 'Load'], [(0, 3), '3214110', 'Right', '4113210', 'Load'], [(0, 3), '3314110', 'Up', '4113310', 'Right'], [(0, 3), '2314110', 'Up', '4112310', 'Down'], [(0, 3), '1314110', 'None', '4111310', 'Left'], [(0, 3), '1314010', 'Left', '4011310', 'Up'], [(0, 3), '1313010', 'Load', '3011310', 'Up'], [(0, 3), '1312010', 'Load', '2011310', 'Up'], [(0, 3), '1311010', 'Up', '1011310', 'Up'], [(0, 3), '1310010', 'Left', '0011310', 'Right'], [(0, 3), '1310110', 'Left', '0111310', 'Right'], [(0, 3), '1310210', 'Load', '0211310', 'Load']], [[(1, 2), '1310211', 'Down', '0211311', 'Right'], [(1, 2), '2310310', 'Left', '0312310', 'Down'], [(1, 2), '2211310', 'Load', '1312210', 'Load']], [[(4, 2), '2211311', 'Up', '1312211', 'Down'], [(4, 2), '1212310', 'Down', '2311210', 'Down'], [(4, 2), '2213310', 'Down', '3312210', 'Down'], [(4, 2), '3214310', 'Load', '4313210', 'Load']], [[(2, 1), '3214311', 'Up', '4313211', 'Up'], [(2, 1), '2213310', 'Up', '3312210', 'Up'], [(2, 1), '1212310', 'Left', '2311210', 'Left'], [(2, 1), '1112210', 'Load', '2211110', 'Load']]], [[[(1, 4), '3213110', 'Up', '3113210', 'Down'], [(1, 4), '2214110', 'Right', '4112210', 'Up'], [(1, 4), '2313110', 'Right', '3112310', 'Right'], [(1, 4), '2413210', 'None', '3212410', 'Down'], [(1, 4), '2413210', 'Load', '3212410', 'Right'], [(1, 4), '2413210', 'Right', '3212410', 'Up'], [(1, 4), '2412210', 'Up', '2212410', 'Right'], [(1, 4), '2412310', 'Right', '2312410', 'Up'], [(1, 4), '2411310', 'Load', '1312410', 'Load']], [[(0, 0), '2411311', 'Left', '1312411', 'Up'], [(0, 0), '2310310', 'Left', '0312310', 'Left'], [(0, 0), '2210210', 'Up', '0212210', 'Left'], [(0, 0), '1210110', 'Left', '0111210', 'Left'], [(0, 0), '1110110', 'Left', '0111110', 'Up'], [(0, 0), '1010110', 'Load', '0111010', 'Load']], [[(4, 2), '1010111', 'Down', '0111011', 'Right'], [(4, 2), '2010210', 'None', '0212010', 'Left'], [(4, 2), '2010110', 'Right', '0112010', 'Down'], [(4, 2), '2111110', 'Right', '1112110', 'Down'], [(4, 2), '2212110', 'Down', '2112210', 'Down'], [(4, 2), '3213110', 'Right', '3113210', 'Down'], [(4, 2), '3214110', 'Load', '4113210', 'Load']], [[(3, 3), '3214111', 'Up', '4113211', 'Up'], [(3, 3), '2213110', 'Right', '3112210', 'Right'], [(3, 3), '2313210', 'Load', '3212310', 'Load']]]]
