comp, avg steps, run steps, avg predictions, predictions steps
0,21.2,[21, 21, 26, 17, 21],1.0666666666666667,[[2, 0, 1], [3, 2, 2], [1, 1, 0], [0, 1, 0], [1, 2, 0]]
