comp, avg steps, run steps, avg predictions, predictions steps, history
1,0.41200000000000003,[29, 41, 33],0.0208,[[2, 0, 1, 0, 1], [0, 4, 2, 4, 5], [2, 4, 0, 1, 0]],[[[[(0, 3), (4, 2), '0212310', 'Down', '2310210', 'Left'], [(0, 3), (3, 3), '1212210', 'Right', '2211210', 'Down'], [(0, 3), (0, 3), '1313210', 'Up', '3211310', 'Up'], [(0, 3), (0, 3), '1312210', 'None', '2211310', 'Up'], [(0, 3), (0, 3), '1311210', 'None', '1211310', 'Up'], [(0, 3), (0, 3), '1310210', 'Load', '0211310', 'Load']], [[(0, 0), (0, 0), '1310211', 'Left', '0211311', 'Right'], [(0, 0), (0, 0), '1210310', 'Left', '0311210', 'Left'], [(0, 0), (0, 0), '1110210', 'Left', '0211110', 'Left'], [(0, 0), (0, 0), '1010110', 'Load', '0111010', 'Load']], [[(3, 3), (4, 4), '1010111', 'Right', '0111011', 'None'], [(3, 3), (3, 3), '1110110', 'Right', '0111110', 'Down'], [(3, 3), (3, 3), '1211110', 'Right', '1111210', 'Right'], [(3, 3), (3, 3), '1311210', 'Down', '1211310', 'Down'], [(3, 3), (3, 3), '2312210', 'None', '2212310', 'Down'], [(3, 3), (3, 3), '2313210', 'Load', '3212310', 'Load']], [[(4, 4), (4, 4), '2313211', 'Right', '3212311', 'Right'], [(4, 4), (4, 4), '2413310', 'Down', '3312410', 'Down'], [(4, 4), (4, 4), '3414310', 'Load', '4313410', 'Load']], [[(2, 1), (4, 2), '3414311', 'Up', '4313411', 'Right'], [(2, 1), (2, 1), '2414410', 'Left', '4412410', 'Up'], [(2, 1), (2, 1), '2313410', 'Left', '3412310', 'Up'], [(2, 1), (2, 1), '2212410', 'Down', '2412210', 'Left'], [(2, 1), (2, 1), '3212310', 'Left', '2313210', 'Left'], [(2, 1), (2, 1), '3112210', 'Load', '2213110', 'Load']], [[(4, 2), (4, 2), '3112211', 'Up', '2213111', 'Down'], [(4, 2), (4, 2), '2113210', 'Right', '3212110', 'Right'], [(4, 2), (4, 2), '2213310', 'Down', '3312210', 'Down'], [(4, 2), (4, 2), '3214310', 'Load', '4313210', 'Load']]], [[[(0, 0), (0, 0), '0112310', 'Down', '2310110', 'Up'], [(0, 0), (0, 0), '1111310', 'Left', '1311110', 'Up'], [(0, 0), (0, 0), '1010310', 'Up', '0311010', 'Left'], [(0, 0), (0, 0), '1010210', 'Up', '0211010', 'Left'], [(0, 0), (0, 0), '1010110', 'Load', '0111010', 'Load']], [[(1, 4), (3, 3), '1010111', 'Down', '0111011', 'Right'], [(1, 4), (4, 2), '2010210', 'Right', '0212010', 'Left'], [(1, 4), (1, 2), '2110110', 'Right', '0112110', 'Down'], [(1, 4), (1, 2), '2211110', 'Right', '1112210', 'Load'], [(1, 4), (1, 4), '2311110', 'Right', '1112310', 'Down'], [(1, 4), (1, 4), '2412110', 'Load', '2112410', 'Right'], [(1, 4), (1, 4), '2412210', 'Load', '2212410', 'Right'], [(1, 4), (1, 4), '2412310', 'Right', '2312410', 'Up'], [(1, 4), (1, 4), '2411310', 'Load', '1312410', 'Load']], [[(4, 2), (4, 2), '2411311', 'Up', '1312411', 'Down'], [(4, 2), (3, 3), '1412310', 'Down', '2311410', 'Left'], [(4, 2), (4, 2), '2412210', 'Left', '2212410', 'Down'], [(4, 2), (4, 2), '2313210', 'Left', '3212310', 'Left'], [(4, 2), (4, 2), '2213110', 'Down', '3112210', 'Down'], [(4, 2), (4, 2), '3214110', 'Load', '4113210', 'Load']], [[(1, 2), (3, 3), '3214111', 'Up', '4113211', 'Up'], [(1, 2), (4, 4), '2213110', 'Right', '3112210', 'Down'], [(1, 2), (4, 4), '2314110', 'Up', '4112310', 'Right'], [(1, 2), (4, 4), '1314210', 'Up', '4211310', 'Right'], [(1, 2), (1, 2), '0314310', 'Left', '4310310', 'Left'], [(1, 2), (1, 2), '0214210', 'Load', '4210210', 'Left'], [(1, 2), (1, 2), '0214110', 'Load', '4110210', 'Up'], [(1, 2), (1, 2), '0213110', 'Up', '3110210', 'Up'], [(1, 2), (1, 2), '0212110', 'Up', '2110210', 'Up'], [(1, 2), (1, 2), '0211110', 'Load', '1110210', 'Load']], [[(3, 3), (3, 3), '0211111', 'Right', '1110211', 'Down'], [(3, 3), (4, 4), '0312110', 'Down', '2110310', 'Down'], [(3, 3), (4, 4), '1313110', 'Down', '3111310', 'Down'], [(3, 3), (4, 4), '2314110', 'Down', '4112310', 'Right'], [(3, 3), (4, 4), '2314210', 'None', '4212310', 'Right'], [(3, 3), (3, 3), '2314310', 'Load', '4312310', 'Left'], [(3, 3), (3, 3), '2314210', 'Load', '4212310', 'Up'], [(3, 3), (3, 3), '2313210', 'Load', '3212310', 'Load']], [[(4, 4), (4, 4), '2313211', 'Right', '3212311', 'Down'], [(4, 4), (4, 4), '2414210', 'Down', '4212410', 'Right'], [(4, 4), (4, 4), '3414310', 'Load', '4313410', 'Load']]], [[[(1, 4), (3, 3), '2213010', 'Right', '3012210', 'Right'], [(1, 4), (3, 3), '2313110', 'Right', '3112310', 'Right'], [(1, 4), (1, 4), '2413210', 'Right', '3212410', 'Up'], [(1, 4), (1, 4), '2412210', 'None', '2212410', 'Right'], [(1, 4), (1, 4), '2412310', 'Right', '2312410', 'Up'], [(1, 4), (1, 4), '2411310', 'Load', '1312410', 'Load']], [[(4, 2), (4, 2), '2411311', 'Up', '1312411', 'Down'], [(4, 2), (3, 3), '1412310', 'Left', '2311410', 'Left'], [(4, 2), (3, 3), '1312210', 'Down', '2211310', 'Down'], [(4, 2), (3, 3), '2313210', 'Left', '3212310', 'Load'], [(4, 2), (4, 2), '2213210', 'Down', '3212210', 'Left'], [(4, 2), (4, 2), '3213110', 'Down', '3113210', 'Down'], [(4, 2), (4, 2), '3214110', 'Load', '4113210', 'Load']], [[(3, 3), (3, 3), '3214111', 'Right', '4113211', 'Up'], [(3, 3), (3, 3), '3213110', 'Down', '3113210', 'Right'], [(3, 3), (3, 3), '4213210', 'Right', '3214210', 'Load'], [(3, 3), (3, 3), '4313210', 'Load', '3214310', 'Load']], [[(2, 1), (4, 4), '4313211', 'Left', '3214311', 'None'], [(2, 1), (2, 1), '4213210', 'Left', '3214210', 'Up'], [(2, 1), (2, 1), '4112210', 'Up', '2214110', 'Up'], [(2, 1), (2, 1), '3112210', 'Load', '2213110', 'Load']], [[(4, 4), (4, 4), '3112211', 'Up', '2213111', 'Down'], [(4, 4), (4, 4), '2113210', 'Right', '3212110', 'Down'], [(4, 4), (4, 4), '2214210', 'Right', '4212210', 'Right'], [(4, 4), (4, 4), '2314310', 'Right', '4312310', 'Right'], [(4, 4), (4, 4), '2414310', 'Down', '4312410', 'Right'], [(4, 4), (4, 4), '3414310', 'Load', '4313410', 'Load']], [[(1, 2), (1, 2), '3414311', 'Up', '4313411', 'Left'], [(1, 2), (1, 2), '2414210', 'Up', '4212410', 'Up'], [(1, 2), (1, 2), '1413210', 'Up', '3211410', 'Left'], [(1, 2), (1, 2), '0413110', 'Left', '3110410', 'Up'], [(1, 2), (1, 2), '0312110', 'Left', '2110310', 'Up'], [(1, 2), (1, 2), '0211110', 'Load', '1110210', 'Load']]]]
