iteration_test,failures,policy,miura,time
0 22 25 N F,1,0,0,0
1 15 25 N P,1,0,0,0
2 24 24 N F,1,0,0,0
3 7 18 N A,1,0,0,0
4 10 3 N T,1,0,0,0
5 18 14 N L,0,1.148572308,8.782701369,354.8611293
6 21 10 N C,0,3.268445017,2.579003589,202.7189834
7 17 23 N F,1,0,0,0
8 8 23 N L,1,0,0,0
9 4 19 N P,0,1.248518942,1.642486209,14.6234404
10 4 7 N F,0,1.247874139,9.428400717,778.2081361
11 25 20 N B,1,0,0,0
12 18 7 N O,0,0.968945326,1.265673862,7.350487448
13 2 22 N T,0,2.243400069,5.425135593,452.2515978
14 7 8 N T,1,0,0,0
15 20 2 N T,1,0,0,0
16 18 21 N B,0,1.512390733,3.510363115,52.02528559
17 5 7 N C,0,1.842094269,8.685646183,601.8356032
18 4 24 N L,1,0,0,0
19 15 7 N C,0,2.790277762,4.430660676,244.3824962
20 3 8 N L,1,0,0,0
21 1 15 N E,0,2.022434003,7.44842559,591.6367846
22 15 18 N P,1,0,0,0
23 4 22 N E,0,2.93045786,5.679167075,314.9929132
24 7 7 N T,1,0,0,0
25 20 7 N E,1,0,0,0
26 8 20 N A,1,0,0,0
27 5 11 N P,1,0,0,0
28 17 20 N A,0,0.905454994,9.11150882,567.9280103
29 17 6 N T,1,0,0,0
30 13 14 N F,0,1.457878534,8.945618701,696.3033853
31 12 8 N O,0,1.392942194,7.672275365,277.5935274
32 10 6 N A,0,1.561267121,3.458622896,80.97530866
33 10 8 N A,0,1.435954317,2.55679871,38.88975062
34 3 17 N L,1,0,0,0
35 25 9 N F,1,0,0,0
36 9 14 N L,1,0,0,0
37 23 10 N L,0,1.859998806,3.785993029,106.2540243
38 9 19 N B,1,0,0,0
39 1 4 N T,0,0.968896208,9.836246149,875.8598951
40 24 22 N F,1,0,0,0
41 11 25 N P,1,0,0,0
42 13 4 N T,1,0,0,0
43 15 14 N D,0,1.062567195,8.905054584,288.4746349
44 12 24 N F,0,1.039983324,9.75561838,799.117987
45 13 18 N C,0,2.848863449,6.305328851,190.010751
46 21 14 N T,0,2.63879963,6.775471804,289.8483874
47 4 3 N D,1,0,0,0
48 3 8 N P,1,0,0,0
49 17 9 N C,0,3.055639122,3.427704849,165.9074372
50 14 17 N C,0,3.000927542,4.047651431,198.3223189
51 11 16 N E,0,3.283852163,2.46267621,180.2713917
52 19 19 N F,1,0,0,0
53 12 20 N F,0,1.005725806,9.668855897,744.8126872
54 21 10 N C,0,3.424583993,2.639534321,185.9741812
55 22 19 N C,0,3.497948164,3.157383617,160.6961099
56 15 8 N F,1,0,0,0
57 15 20 N C,0,2.900587928,5.640138137,207.1030708
58 19 20 N L,1,0,0,0
59 7 2 N L,0,1.192374033,8.783807972,365.3110525
60 17 6 N P,1,0,0,0
61 17 14 N C,0,2.314803766,0.70733159,12.85578426
62 18 12 N B,1,0,0,0
63 23 22 N P,1,0,0,0
64 24 25 N E,1,0,0,0
65 6 9 N F,0,1.173114575,9.538612572,712.7205688
66 24 9 N L,0,2.05939287,3.210670176,88.37460003
67 8 2 N F,0,2.404253799,0.615370386,24.27321392
68 4 15 N F,0,2.232572121,6.208098894,347.9170511
