iteration_test,failures,policy,miura,time
0 27 37 N P,1,0,0,0
1 19 5 N C,0,2.39167321,7.249606382,232.1760119
2 15 15 N D,0,1.788813951,9.432310148,310.6749501
3 37 15 N T,0,3.148432836,2.940778999,64.35225326
4 31 37 N P,1,0,0,0
5 23 31 N O,1,0,0,0
6 21 8 N L,0,2.080090775,8.247935633,218.5012622
7 16 25 N D,0,2.097216926,8.532459723,345.0821545
8 27 38 N D,1,0,0,0
9 21 30 N P,0,1.393146746,9.990402984,438.5786914
10 8 31 N T,1,0,0,0
11 4 34 N D,0,3.213401458,1.473260136,12.07669423
12 1 20 N O,1,0,0,0
13 21 13 N D,0,1.596651475,9.856572877,430.5982008
14 4 20 N O,1,0,0,0
15 23 37 N D,1,0,0,0
16 28 33 N L,1,0,0,0
17 30 2 N O,1,0,0,0
18 8 19 N D,0,2.272671691,7.018765526,195.1321549
19 19 37 N P,1,0,0,0
20 11 1 N C,1,0,0,0
21 6 23 N P,0,1.903430627,8.840479089,531.596213
22 18 11 N D,0,1.652232205,9.779944838,813.7316799
23 38 8 N O,1,0,0,0
24 10 6 N T,1,0,0,0
25 18 14 N D,0,1.738138376,9.52803171,727.3939978
26 40 33 N D,1,0,0,0
27 1 35 N D,0,2.184209433,1.35500192,21.03621754
28 10 5 N L,0,1.578769337,9.862722596,725.8183742
29 29 8 N D,1,0,0,0
30 16 35 N L,1,0,0,0
31 6 4 N D,1,0,0,0
32 38 18 N O,1,0,0,0
33 8 27 N P,0,1.84757139,9.089491593,636.5635077
34 27 28 N T,1,0,0,0
35 12 32 N T,1,0,0,0
36 13 11 N T,1,0,0,0
37 19 12 N T,1,0,0,0
38 40 7 N O,1,0,0,0
39 27 35 N D,1,0,0,0
40 8 22 N D,0,2.446760783,6.302592968,309.6761938
41 24 11 N L,0,2.401862523,6.640128177,364.2677082
42 8 31 N L,1,0,0,0
43 13 31 N P,0,1.595504701,9.816038628,652.8069748
44 4 23 N D,0,2.46537034,6.170469542,364.3925503
45 40 6 N O,1,0,0,0
46 16 37 N P,1,0,0,0
47 12 13 N T,1,0,0,0
48 11 30 N L,1,0,0,0
49 10 7 N O,1,0,0,0
50 38 7 N C,1,0,0,0
51 11 2 N C,1,0,0,0
52 7 9 N O,1,0,0,0
53 20 27 N T,1,0,0,0
54 36 20 N O,1,0,0,0
55 20 38 N L,1,0,0,0
56 33 15 N D,1,0,0,0
57 37 36 N O,0,2.150689763,1.394569852,22.77206224
58 29 14 N P,0,1.655803058,9.640596192,729.9356259
59 38 39 N P,1,0,0,0
60 29 25 N C,0,3.13507198,0.601304701,22.00650216
61 38 6 N D,1,0,0,0
62 25 33 N D,1,0,0,0
63 39 35 N D,1,0,0,0
64 11 29 N L,1,0,0,0
65 15 39 N C,1,0,0,0
66 14 23 N L,1,0,0,0
67 30 25 N C,0,4.173414219,0.73627254,43.86325839
68 12 4 N P,0,2.676695626,1.740743678,46.51266503
69 8 32 N C,0,2.646873199,7.475816345,424.1646466
70 9 19 N T,1,0,0,0
71 2 33 N L,1,0,0,0
72 12 16 N L,1,0,0,0
73 11 24 N C,0,3.142383177,5.254728817,441.9938804
74 35 1 N T,0,2.515495935,7.022183346,197.9306171
75 32 35 N T,1,0,0,0
76 8 32 N T,1,0,0,0
77 22 37 N O,1,0,0,0
78 39 34 N D,1,0,0,0
79 36 39 N D,1,0,0,0
80 8 24 N T,1,0,0,7200
81 37 8 N O,1,0,0,7200
82 8 24 N C,0,2.934997207,6.230605292,393.6112552
83 25 11 N D,1,0,0,7200
84 2 34 N D,0,2.181638285,1.357820517,16.09602877
85 19 37 N T,1,0,0,7200
86 39 18 N O,1,0,0,7200
87 29 13 N D,1,0,0,7200
88 10 3 N L,1,0,0,7200
89 19 5 N D,1,0,0,7200
90 3 14 N D,1,0,0,7200
91 12 18 N D,0,2.075208316,8.049881151,500.7090594
92 35 18 N T,0,2.634228984,4.81738882,294.758907
93 30 1 N D,1,0,0,7200
94 3 22 N L,1,0,0,7200
95 10 38 N C,0,1.999327149,9.479787856,268.8553665
96 26 36 N T,1,0,0,7200
97 38 38 O D,1,0,0,7200
98 1 39 N P,1,0,0,7200
99 2 24 N L,1,0,0,7200
100 2 39 N P,1,0,0,7200
101 12 35 N O,1,0,0,7200
102 28 29 N O,0,1.866026003,9.130542291,167.1596612
103 38 32 N T,1,0,0,7200
104 30 36 N D,1,0,0,7200
105 5 12 N D,0,1.803138816,9.324419144,4760.828323
106 2 38 N P,1,0,0,7200
107 5 25 N T,1,0,0,7200
108 24 32 N P,1,0,0,7200
109 11 40 N P,1,0,0,7200
110 27 6 N D,1,0,0,7200
111 34 6 N P,0,1.357142797,9.992641557,441.0230576
112 9 26 N T,1,0,0,7200
113 35 12 N O,1,0,0,7200
114 24 15 N O,1,0,0,7200
115 24 25 N D,0,1.201408515,9.796586769,367.1286562
116 13 25 N O,1,0,0,7200
117 23 29 N D,0,1.837694291,9.390151514,228.9874479
118 36 11 N T,0,2.227818891,8.023816687,189.2290853
119 12 21 N T,1,0,0,7200
120 28 9 N D,1,0,0,7200
121 18 29 N C,0,4.567414941,2.195429204,91.73458029
122 23 40 N P,1,0,0,7200
123 13 17 N T,1,0,0,7200
124 20 22 N P,0,1.573686986,9.752824333,354.3441046
125 34 6 N L,0,2.30665241,1.750533379,32.56894362
126 31 16 N D,1,0,0,7200
127 6 19 N C,0,2.205376434,8.126308213,309.9164159
128 40 13 N D,1,0,0,7200
129 27 27 N T,1,0,0,7200
130 28 40 N O,0,2.477586219,7.009070544,198.0369849
131 36 5 N O,1,0,0,7200
132 28 6 N D,1,0,0,7200
133 8 35 N C,0,2.363565958,8.584810985,297.6475686
134 20 29 N T,1,0,0,7200
135 13 19 N O,1,0,0,7200
136 36 11 N P,1,0,0,7200
137 21 3 N D,1,0,0,7200
138 15 39 N O,1,0,0,7200
139 5 21 N P,0,1.984812943,8.409329507,347.1977811
140 32 40 N T,1,0,0,7200
141 13 30 N L,1,0,0,7200
142 28 11 N O,1,0,0,7200
143 32 3 N O,1,0,0,7200
144 23 37 N L,1,0,0,7200
145 8 2 N O,1,0,0,7200
146 20 29 N T,1,0,0,7200
147 23 11 N L,0,2.374324015,6.757824497,164.1758208
148 10 6 N D,0,1.731019155,9.522379636,374.3124571
149 35 1 N D,1,0,0,7200
150 39 15 N O,1,0,0,7200
151 31 23 N C,0,4.435534099,1.209453157,38.52330832
152 19 5 N C,0,2.795194835,6.467702485,251.7201864
153 4 9 N O,1,0,0,7200
154 24 2 N L,0,1.984294225,8.429062891,291.4997476
155 38 22 N O,1,0,0,7200
156 7 11 N D,0,1.750079808,9.595112013,319.792718
157 20 17 N L,0,1.849855562,9.306487266,295.5970508
158 21 36 N C,0,4.012978087,3.306701319,144.9989234
159 30 26 N P,1,0,0,7200
160 12 3 N C,1,0,0,7200
161 32 21 N P,1,0,0,7200
162 19 21 N O,1,0,0,7200
163 19 6 N T,1,0,0,7200
164 36 16 N D,1,0,0,7200
165 15 11 N T,1,0,0,7200
166 5 13 N D,0,1.848103785,9.181062458,387.4783865
167 22 2 N T,1,0,0,7200
168 32 26 N L,1,0,0,7200
169 32 22 N D,1,0,0,7200
170 19 19 N C,0,4.499637674,2.415084603,124.3656008
171 39 16 N P,1,0,0,7200
172 16 5 N D,1,0,0,7200
173 8 2 N T,1,0,0,7200
174 9 12 N L,0,1.700627183,9.724300341,344.8863092
175 2 24 N T,1,0,0,7200
176 14 3 N O,1,0,0,7200
177 27 26 N P,1,0,0,7200
178 14 7 N T,1,0,0,7200
179 29 15 N L,0,2.380871458,6.951293644,169.1374064
180 36 5 N D,1,0,0,7200
181 22 7 N P,0,1.919242617,9.049233588,316.598502
182 36 31 N D,1,0,0,7200
183 31 39 N C,0,3.498466498,4.375541193,173.9475641
184 10 6 N T,1,0,0,7200
185 9 1 N L,1,0,0,7200
186 1 7 N P,0,2.62521059,5.428243493,173.8627063
187 4 9 N C,0,1.798525403,9.577438969,362.2764618
188 38 15 N O,1,0,0,7200
189 16 20 N O,1,0,0,7200
190 1 32 N D,0,3.017872966,1.987981012,40.80340686
191 22 13 N L,0,2.057968916,8.473054991,218.8054757
192 39 2 N O,1,0,0,7200
193 38 34 N D,1,0,0,7200
194 25 6 N P,1,0,0,7200
195 19 24 N C,0,4.576960858,1.35225151,55.11545971
196 24 32 N O,1,0,0,7200
197 2 21 N P,0,1.877644404,8.954323488,299.7976683
198 38 25 N D,1,0,0,7200
199 36 17 N D,1,0,0,7200
200 21 39 N C,0,3.469053903,4.360580467,170.2356548
201 1 11 N P,0,2.202335992,7.03434081,207.5319485
202 24 26 N T,1,0,0,7200
203 38 40 N O,0,2.944771391,1.325538102,6.716432532
204 31 10 N D,1,0,0,7200
205 25 39 N D,1,0,0,7200
206 38 12 N C,0,2.241747577,8.995788638,287.6389318
207 10 31 N L,1,0,0,7200
208 19 9 N D,1,0,0,7200
209 27 4 N O,1,0,0,7200
210 13 35 N O,1,0,0,7200
211 30 40 N P,1,0,0,7200
212 19 36 N T,1,0,0,7200
213 25 7 N P,1,0,0,7200
214 25 10 N T,0,2.089414516,8.494756054,252.0336366
215 15 3 N O,1,0,0,7200
216 34 21 N C,0,4.626713422,2.290033774,133.7772895
217 1 37 N O,1,0,0,7200
218 10 10 N D,0,1.845192695,9.197174819,347.3672886
219 18 12 N P,0,2.27225048,7.257477807,209.0484425
220 36 21 N O,0,1.418857687,9.97981102,4744.131461
221 2 21 N L,1,0,0,7200
222 8 19 N O,1,0,0,7200
223 38 34 N L,1,0,0,7200
224 32 29 N L,1,0,0,7200
225 14 11 N D,0,1.752797013,9.50964446,326.5378159
226 28 11 N L,0,2.61090098,5.135604564,123.1141093
227 32 3 N T,1,0,0,7200
228 13 4 N O,1,0,0,7200
229 37 7 N T,0,2.387893943,1.646085661,12.62850336
230 27 35 N P,1,0,0,7200
231 36 40 N C,1,0,0,7200
232 32 12 N D,1,0,0,7200
233 25 39 N L,1,0,0,7200
234 37 18 N D,1,0,0,7200
235 12 38 N C,0,2.501546052,8.214564943,255.7607709
236 7 26 N P,0,1.836679929,9.191735849,265.0910986
237 38 10 N C,0,1.899336746,9.415867173,257.9086378
238 3 37 N C,0,1.54707641,9.789510046,349.1755432
239 10 13 N C,0,2.477701416,7.244365062,264.5788515
240 25 9 N L,0,2.314442085,6.924231681,191.9433103
241 27 8 N O,1,0,0,7200
242 20 40 N T,1,0,0,7200
243 10 34 N T,1,0,0,7200
244 36 25 N L,1,0,0,7200
245 37 34 N C,0,3.078742845,7.071759183,194.5321851
246 13 40 N L,1,0,0,7200
247 3 4 N P,0,2.855903149,4.24781218,131.2929073
248 38 30 N D,1,0,0,7200
249 28 16 N D,1,0,0,7200
