iteration_test,failures,policy,miura,time
0 22 20 N A,1,0,0,0
1 23 1 N T,1,0,0,0
2 5 10 N E,0,1.846565642,8.667164476,507.8087281
3 22 20 N A,1,0,0,0
4 18 9 N B,1,0,0,0
5 9 2 N P,1,0,0,0
6 16 7 N T,1,0,0,0
7 14 15 N A,0,1.32188302,6.510600769,187.3567741
8 17 21 N E,0,4.057678005,1.543790533,72.0002689
9 11 4 N D,0,2.027239698,6.160065694,214.5191228
10 24 10 N B,1,0,0,0
11 11 13 N B,1,0,0,0
12 23 6 N O,0,1.803533195,6.235788914,233.7686674
13 18 23 N O,1,0,0,0
14 7 3 N C,1,0,0,0
15 4 22 N B,1,0,0,0
16 18 24 N O,1,0,0,0
17 6 22 N P,0,1.816084988,2.141529853,35.32199518
18 17 22 N O,1,0,0,0
19 11 13 N B,1,0,0,0
20 12 9 N C,0,3.472822121,3.180101042,174.5993171
21 15 21 N E,0,3.193584976,1.034001125,42.0072493
22 13 13 N D,0,1.455832364,7.887222007,306.3533637
23 15 5 N E,1,0,0,0
24 15 7 N L,1,0,0,0
25 15 22 N B,0,1.606716609,6.840121439,155.4820552
26 9 2 N E,1,0,0,0
27 18 10 N E,1,0,0,0
28 25 16 N T,0,2.627343728,6.484117215,375.8884193
29 16 24 N L,1,0,0,0
30 1 12 N L,0,1.277287469,9.075999296,737.960134
31 9 24 N P,1,0,0,0
32 22 9 N L,0,1.939224808,3.673790443,136.4434903
33 5 6 N T,1,0,0,0
34 13 21 N C,0,2.328635417,7.32282637,245.1102235
35 23 17 N O,0,0.970924741,9.744101976,558.2943842
36 16 1 N T,1,0,0,0
37 7 7 N T,1,0,0,0
38 2 22 N A,0,1.547968832,7.172114572,340.8097896
39 9 8 N P,1,0,0,0
40 19 2 N C,1,0,0,0
41 13 25 N C,1,0,0,0
42 16 24 N A,0,0.978992963,9.775537621,681.1825311
43 23 9 N D,1,0,0,0
44 21 2 N C,1,0,0,0
45 3 12 N A,0,1.903899971,4.789049398,196.2689836
46 22 9 N D,1,0,0,0
47 15 3 N T,1,0,0,0
48 24 24 N T,0,3.777142292,1.262870972,81.29067275
49 7 14 N E,0,2.628225394,5.916961683,281.5095491
50 1 11 N P,1,0,0,0
51 13 17 N T,0,1.545499758,9.244175656,398.5025157
52 22 20 N C,0,3.37239373,3.527693502,179.2287324
53 20 8 N T,0,1.650731745,9.184527014,438.700339
54 3 3 N C,1,0,0,0
55 14 9 N B,1,0,0,0
56 12 4 N T,1,0,0,0
57 25 7 N T,0,1.798239141,8.622197261,682.4475548
58 19 24 N E,1,0,0,0
59 5 15 N D,1,0,0,0
60 18 13 N E,1,0,0,0
61 24 13 N B,1,0,0,0
62 9 18 N P,0,2.064134076,4.009098241,85.92804548
63 23 1 N C,1,0,0,0
64 12 10 N D,0,1.736760578,6.634848388,125.3412
65 20 25 N C,0,1.956327586,9.039766214,356.8878824
66 11 11 N O,0,1.260030224,8.775575668,308.6539664
67 4 15 N T,0,1.743934595,8.161020632,532.3377851
68 20 13 N C,0,4.358101998,1.498836088,71.22289063
69 22 7 N A,1,0,0,0
70 18 24 N D,1,0,0,0
71 21 18 N L,1,0,0,0
72 23 17 N D,1,0,0,0
73 6 13 N D,0,1.826912989,7.934214298,208.240766
74 16 10 N E,0,1.138061823,9.982339593,2452.932817
75 24 6 N B,1,0,0,0
76 7 10 N D,0,1.986778402,5.703840434,137.3022685
77 21 25 N D,1,0,0,0
78 15 12 N A,0,1.713465377,6.111308461,79.20232379
79 25 15 N D,1,0,0,0
80 10 6 N P,1,0,0,0
81 15 4 N D,0,1.599074779,7.817421834,265.195261
82 11 21 N A,0,1.40605985,7.600582139,264.4793405
83 2 9 N C,1,0,0,0
84 25 22 N P,1,0,0,0
85 5 7 N L,1,0,0,0
86 12 24 N O,1,0,0,0
87 3 14 N P,1,0,0,0
88 22 19 N O,0,1.00092115,9.770037514,497.8637476
89 12 22 N A,0,1.289721748,8.497801644,280.9561443
90 13 4 N C,0,2.671645337,4.949067359,250.6063145
91 9 3 N O,1,0,0,0
92 24 11 N A,1,0,0,0
93 24 25 N C,0,2.391864102,7.763540116,320.631507
94 10 24 N E,0,1.328716029,9.478922053,656.2386863
95 23 24 N E,1,0,0,0
96 23 16 N C,0,3.768548671,2.155911637,129.4348762
97 13 12 N O,0,1.353483307,8.473376644,282.3336705
98 20 5 N B,1,0,0,0
99 23 2 N O,1,0,0,0
100 1 23 N L,1,0,0,0
101 7 4 N E,1,0,0,0
102 2 15 N L,0,1.091051167,9.742522332,837.5180335
103 19 13 N E,1,0,0,0
104 23 14 N L,0,1.849875856,5.979697579,237.9054153
105 10 8 N L,1,0,0,0
106 9 3 N L,0,1.818133143,5.532851234,213.4460829
107 9 7 N T,1,0,0,0
108 25 8 N E,0,0.954575684,9.993624899,9068.917237
109 2 6 N T,1,0,0,0
110 24 20 N P,1,0,0,0
111 17 23 N P,1,0,0,0
112 10 5 N P,1,0,0,7200
113 14 19 N L,1,0,0,7200
114 21 5 N A,1,0,0,7200
115 18 2 N C,1,0,0,7200
116 18 7 N T,0,1.355995815,9.509515548,208.4494891
117 11 1 N C,1,0,0,7200
118 16 12 N L,1,0,0,7200
119 15 25 N A,0,0.888025864,9.890901515,325.7093649
120 25 22 N D,1,0,0,7200
121 16 13 N B,0,0.625829239,9.99917916,4717.273316
122 10 24 N D,1,0,0,7200
123 11 11 N P,0,1.185677829,8.495780879,168.6861489
124 3 5 N O,1,0,0,7200
125 15 25 N B,1,0,0,7200
126 3 10 N B,1,0,0,7200
127 18 17 N A,0,1.306779342,8.29282071,118.47219
128 7 15 N C,0,2.372739357,7.668218361,161.2435783
129 21 25 N L,0,0.870435195,9.690402708,266.4177018
130 25 12 N L,0,1.993268052,5.180992523,66.81238212
131 17 3 N T,1,0,0,7200
132 22 7 N L,0,2.175248003,3.027330976,32.27895444
133 25 8 N E,1,0,0,7200
134 6 25 N B,1,0,0,7200
135 5 3 N A,0,1.409575374,8.005314102,201.7050944
136 25 25 N O,0,1.045104816,9.473532125,268.2163802
137 12 16 N P,0,1.598117387,7.699654964,97.05315896
138 3 13 N D,1,0,0,7200
139 16 22 N T,0,1.691307428,8.982187943,411.317414
140 15 23 N B,0,1.319380277,6.859604162,108.1218993
141 8 13 N E,0,2.524992056,6.195343125,233.1214519
142 4 12 N B,1,0,0,7200
143 25 19 N B,1,0,0,7200
144 16 24 N C,1,0,0,7200
145 2 17 N C,1,0,0,7200
146 24 4 N T,0,1.375233899,9.564958603,440.8086748
147 17 11 N C,0,3.877057747,1.213596569,41.18933898
148 17 4 N C,1,0,0,7200
149 7 15 N A,0,1.783050931,3.335977801,72.13762727
150 4 19 N D,1,0,0,7200
151 1 25 N P,1,0,0,7200
152 4 8 N L,1,0,0,7200
153 18 23 N B,1,0,0,7200
154 17 18 N O,1,0,0,7200
155 22 11 N O,0,1.754980781,5.761451511,141.272072
156 12 7 N C,0,3.023877225,3.924351399,198.1231422
157 22 24 N E,1,0,0,7200
158 6 15 N C,1,0,0,7200
159 6 15 N E,0,2.590182192,5.669496698,288.8404349
160 7 7 N O,0,1.147117145,9.105153922,342.4676715
161 22 7 N D,1,0,0,7200
162 24 2 N O,1,0,0,7200
163 24 3 L E,1,0,0,7200
164 1 22 N D,1,0,0,7200
165 11 6 N T,1,0,0,7200
166 20 22 N A,1,0,0,7200
167 3 23 N O,1,0,0,7200
168 14 13 N T,1,0,0,7200
169 20 19 B D,1,0,0,7200
170 9 12 N D,0,1.576526191,7.319040665,157.9516351
171 25 23 N E,1,0,0,7200
172 3 3 N A,0,1.495699772,7.485729038,358.2724781
173 7 8 N P,1,0,0,7200
174 20 11 N C,0,3.545185915,1.948829577,135.0909626
175 23 25 N A,1,0,0,7200
176 14 7 N B,1,0,0,7200
177 10 2 N O,1,0,0,7200
178 4 9 N O,1,0,0,7200
