iteration_test,failures,policy,miura,time
0 5 2 N L,0,2.365593061,-6.265873456,66.89386556
1 3 13 N P,0,2.001577462,-9.071320754,65.21449091
2 24 25 N P,0,1.103264073,-9.747112688,65.12831387
3 23 5 N D,0,1.487975909,-9.406057036,56.93497002
4 18 4 N D,0,1.445775141,-9.407185279,57.10870414
5 14 15 N C,0,2.491316524,-0.53272477,64.79010499
6 15 15 N D,0,1.382328991,-8.783704253,57.23950309
7 15 12 N L,0,1.340547079,-9.574005481,56.93324408
8 17 17 N C,0,4.686410814,-1.522237918,66.01540286
9 8 21 N D,0,1.689779454,-9.344630324,56.50405973
10 24 5 N D,0,1.419043161,-9.469954421,55.70067784
11 5 6 N D,0,1.710409791,-1.278471754,57.89908274
12 10 19 N O,0,1.36239215,-9.648233897,92.79376456
13 2 3 N O,0,1.628250102,-9.819917657,92.20514843
14 21 8 N T,0,2.227437312,-9.044630496,98.42917805
15 10 24 N T,0,5.144794774,-1.781870978,83.09819023
16 20 7 N P,0,1.251651047,-9.687008269,56.48518916
17 16 2 N L,0,2.794843533,-3.08873016,48.94861906
18 17 15 N L,0,1.171450408,-9.418052087,48.51007497
19 1 19 N L,0,1.619386347,-9.724638161,49.38110604
20 20 5 N D,0,1.585031289,-9.248265809,48.59702877
21 23 1 N T,0,1.548584487,-9.600738347,84.60231381
22 18 24 N L,0,1.034813982,-9.655948126,49.95638505
23 25 11 N T,0,2.816583015,-8.016123989,81.52554567
24 18 3 N O,0,1.84052969,-8.87960684,79.86276367
25 8 17 N P,0,2.823439548,-2.24512825,56.52146228
26 15 14 N O,0,1.313918601,-8.648787356,80.30390954
27 17 13 N D,0,1.461962968,-8.782431735,48.07744528
28 10 21 N L,0,1.228304651,-9.739951779,47.6442349
29 25 16 N D,0,1.2984076,-9.714563999,49.81587477
30 10 25 N T,0,4.708775442,-1.574691772,82.14589815
31 19 2 N P,0,1.411506006,-9.967693707,55.10227956
32 1 1 N C,0,2.014914986,-8.608298085,55.81575014
33 12 20 N T,0,1.908697505,-9.582226854,82.57243963
34 3 17 N T,0,2.798073487,-6.300915792,83.56592292
35 7 10 N C,0,4.073850763,-3.558059595,55.2734411
36 13 14 N T,0,1.966397251,-9.430209106,82.73411487
37 19 1 N O,0,1.842239405,-9.068512135,79.31336624
38 13 10 N O,0,2.02925981,-7.699792345,79.82550936
39 25 3 N D,0,1.302001346,-9.652495735,49.77852703
40 10 22 N T,0,1.742815995,-9.67783626,84.47349254
41 12 10 N L,0,1.566368303,-9.402842158,48.71992267
42 12 2 N T,0,1.606992052,-9.88601342,82.94698242
43 16 15 C T,0,2.106029445,-9.112007405,83.20900343
44 18 10 N C,0,4.220760126,-2.123456105,55.49214703
45 5 12 N T,0,1.78003584,-9.474347059,83.49329571
46 17 7 N D,0,1.573260936,-9.233872844,48.15755857
47 19 24 N D,0,0.883077631,-9.95331757,47.90673826
48 8 21 N P,0,2.588718471,-1.80035522,56.29278829
49 23 2 N L,0,1.697434046,-1.290531454,48.71202744
