iteration_test,failures,policy,miura,time
0 12 15 N L,0,1.62684592,-9.931473294,364.6568512
1 5 49 N T,0,1.64531429,-9.89992793,520.7621205
2 60 73 N O,0,1.624537696,-9.791881624,421.6518856
3 39 51 N T,0,1.721426297,-9.686338059,521.6016279
4 20 3 N T,0,1.463302308,-9.988147243,519.5105016
5 2 4 N L,0,1.63859707,-9.910154847,300.8007089
6 61 8 N D,0,1.638280267,-9.911991175,400.2133707
7 43 74 N D,0,1.784003389,-9.301340468,400.460803
8 24 6 N C,0,1.341879237,-9.993553514,241.60495
9 20 28 N D,0,1.672980325,-9.825507061,400.4236051
10 55 23 N C,0,1.65702389,-9.875175237,238.0896314
11 22 44 N T,0,1.659594073,-9.872180915,521.7582626
12 71 15 N T,0,1.599362505,-9.958201652,521.0760726
13 55 54 N C,0,1.606889067,-9.924942242,242.5166255
14 72 57 N P,0,1.45420834,-9.984861158,200.4492462
15 55 13 N D,0,1.659519177,-9.86075696,401.4793408
16 9 9 N O,0,1.606932335,-9.952461957,422.3321927
17 9 52 N L,0,1.615329413,-9.945503684,300.3992226
18 41 72 N O,0,1.662619766,-9.879006564,420.2493247
19 49 53 N O,0,1.76883345,-9.382975035,419.8275649
20 43 59 N T,0,2.12709488,-7.761822271,516.9604461
21 42 59 N P,0,1.621136884,-9.921937829,200.7940124
22 70 62 N O,0,2.488178889,-6.204205078,421.5224002
23 17 61 N L,0,1.601952697,-9.95236268,302.6011704
24 56 37 N P,0,1.65468421,-9.857346337,200.4813707
25 63 20 N T,0,1.491390598,-9.985183934,524.8600388
26 4 31 N O,0,1.660980235,-9.869652923,423.6359682
27 3 12 N T,0,1.647928122,-9.894855753,518.3284383
28 53 42 N L,0,1.712434585,-9.646906634,301.5072497
29 30 68 N P,0,1.639717365,-9.900289228,201.2328107
30 59 47 N L,0,1.681322302,-9.785196006,301.0936803
31 68 48 N D,0,1.448094213,-9.970600992,400.0859219
32 24 35 N D,0,1.708737686,-9.668594023,400.5500183
33 2 26 N L,0,1.661018212,-9.869621817,299.4159879
34 70 47 N O,0,2.819138373,-1.553409816,422.417601
35 49 60 N T,0,2.497531867,-5.930810147,520.3371199
36 68 39 N P,0,1.602932,-9.936801582,202.2913935
37 51 21 N P,0,1.757588005,-9.42283522,199.5477379
38 60 68 N P,0,1.345110077,-9.993381832,202.7397508
39 21 9 N D,0,1.36092534,-9.993103733,391.1638937
40 74 60 N L,0,1.596266183,-9.936821011,243.0508319
41 54 21 N O,0,1.715214984,-9.640206583,340.1711063
42 55 7 N T,0,1.653149684,-9.88389664,420.4954788
43 57 37 N D,0,1.721852969,-9.566780622,327.0718124
44 3 25 N T,0,1.660545795,-9.870425358,422.5481716
45 57 57 N L,0,1.603583684,-9.925512986,243.426279
46 53 67 N O,0,1.72195263,-9.797953698,339.08599
47 60 64 N P,0,1.458080529,-9.985508043,159.8951117
48 25 30 N C,0,1.687878161,-9.762671478,194.4672872
49 50 71 N O,0,1.682570999,-9.86232393,340.2121588
50 66 67 N T,0,3.101324084,-3.03890143,419.7667276
51 23 11 N P,0,3.196307895,-1.853232874,162.8627101
52 20 63 N D,0,1.679694591,-9.792678474,323.686463
53 27 72 N D,0,1.864745886,-8.908585717,322.1349434
54 31 41 N O,0,1.290348142,-9.991342087,338.5991192
55 15 37 N C,0,1.833392481,-9.060976235,193.9924849
56 61 34 N P,0,1.646809315,-9.87450714,159.9365039
57 67 50 N T,0,1.785804026,-9.554980111,419.7176457
58 66 8 N D,0,1.614663129,-9.945585657,323.1009694
59 56 67 N T,0,3.030086604,-1.974799391,417.2285426
60 46 68 N P,0,1.64211562,-9.89840161,162.9496991
61 64 61 N P,0,1.529776358,-9.970677755,160.5776748
62 24 25 N P,0,1.914773061,-8.666764391,162.320079
63 28 74 N O,0,1.65085703,-9.884213522,339.7179288
64 3 13 N D,0,1.650038449,-9.890436642,322.2448465
65 50 34 N O,0,1.81986626,-9.134386097,266.9137055
66 6 75 N T,0,1.560252366,-9.972185749,328.3889143
67 68 54 N P,0,1.45761485,-9.986418546,125.0970993
68 32 17 N D,0,1.65276238,-9.87486901,250.6569697
69 49 42 N D,0,1.916272741,-8.669426339,250.8000303
70 72 75 N D,0,1.604047356,-9.940142836,249.3296417
71 4 35 N T,0,1.660592176,-9.870317499,327.3013877
72 4 26 N T,0,1.660433423,-9.870606739,329.1224635
73 4 12 N O,0,1.645577696,-9.899479552,263.9425971
74 68 42 N T,0,1.64135599,-9.870477812,327.5771904
75 31 3 N D,0,1.589392401,-9.958614103,252.1177081
76 69 64 N O,0,2.38905766,-6.728625271,264.5729259
77 9 51 N P,0,1.645335758,-9.881089597,124.5381902
78 47 69 N C,0,1.71602874,-9.615253556,150.4614758
79 1 22 N C,0,1.687905313,-9.767192876,150.8302399
80 69 54 N P,0,1.432135936,-9.988538989,126.7501174
81 37 74 N L,0,1.650251538,-9.885085797,189.2454696
82 31 60 N O,0,1.625298433,-9.923467281,263.8575896
83 74 26 N T,0,1.54855495,-9.969617148,331.3339725
