world_size,failures,policy,miura,time
100,0,2.2294284989248028,5.52954659231573,5.2044678994882885
625,0,2.05431753853258,7.742557829172546,69.05297364519164
1600,0,1.804480295473296,8.818149033482413,97.75115372642121
2500,0,1.8814527019347649,8.686859663119941,142.69004702152105
3600,0,1.844569129302262,8.679863271561842,151.92639859612845
5625,0,1.7690927119289452,9.11149254932583,182.34422904459407
