iteration_test,failures,policy,miura,time
0 22 36 N T,0,1.832081916,-9.561083491,234.9077139
1 45 27 N O,0,2.266508104,-7.0704798,218.5780615
2 20 35 N C,0,2.786935293,-5.084118175,226.6122663
3 25 29 N C,0,3.310040349,-3.132804076,224.9567398
4 26 28 N C,0,3.310601729,-3.120661022,190.3220747
5 38 41 N P,0,1.479919422,-9.827234727,117.2955741
6 22 32 N P,0,2.443132252,-7.091206852,118.262179
7 48 39 N C,0,1.857670299,-9.497006551,189.2080373
8 7 36 N D,0,1.648093298,-9.781076685,136.3535064
9 25 23 N C,0,2.16592222,-7.574950658,190.0626644
10 27 26 N P,0,1.799486169,-9.6632838,119.3707877
11 49 21 N L,0,2.187197287,-8.393908203,131.2238078
12 4 39 N D,0,1.738169655,-9.717854363,138.2223744
13 49 4 N L,0,2.488235924,-1.484424793,131.2645969
14 26 32 N L,0,1.4062732,-9.989104856,131.3025276
15 13 42 N C,0,2.138587076,-8.686353038,191.0172536
16 14 13 N L,0,1.400633178,-9.9906324,134.0926486
17 18 11 N P,0,1.405075509,-9.9135547,118.6357572
18 10 19 N O,0,1.557522112,-9.912988915,184.0090126
19 10 20 N L,0,1.550525533,-9.962595521,132.1453327
20 27 16 N C,0,1.915930967,-8.84620505,189.9125701
21 1 24 N O,0,1.653105062,-9.882806631,183.8506088
22 44 39 N C,0,1.605720089,-9.607241289,189.1704578
23 17 49 N D,0,1.615013756,-9.929115182,135.0529255
24 5 50 N L,0,1.645935298,-9.893714284,132.5453983
25 36 24 N D,0,1.874252068,-9.219970429,137.4028463
26 21 13 N T,0,1.471830911,-9.954669799,197.9651667
27 44 4 N L,0,2.865891408,-2.247591615,133.0981705
28 13 47 N L,0,1.610328935,-9.940652543,130.0439514
29 7 46 N O,0,1.633724439,-9.912099611,182.6710265
30 28 29 N L,0,1.436245989,-9.986751241,131.4687054
31 19 16 N D,0,4.487676405,-2.330920591,139.794617
32 1 18 N O,0,1.644890815,-9.899394785,182.2330599
33 33 42 N D,0,1.507689851,-9.975299823,141.4665284
34 9 34 N C,0,1.941232412,-9.274609057,187.3125771
35 47 8 N L,0,3.091347617,-2.56308909,133.6047644
36 1 19 N O,0,1.646966219,-9.895260166,182.8161373
37 9 29 N C,0,1.997807129,-9.062390937,188.2119067
38 1 16 N L,0,1.637176408,-9.911741338,131.2584982
39 42 20 N D,0,1.809561203,-9.496113897,139.9339672
40 9 6 N C,0,1.362113764,-9.97319572,191.1754595
41 27 34 N P,0,1.752585121,-9.565396732,116.7026404
42 47 6 N C,0,1.362364638,-9.955334109,189.4895587
43 15 38 N D,0,1.54104698,-9.900063742,140.2844352
44 4 37 N T,0,1.612930524,-9.935331977,199.3791535
45 2 37 N O,0,1.65466388,-9.879332292,182.1195253
46 3 19 N P,0,1.654315308,-9.871959473,116.3726869
47 6 48 N C,0,1.785291641,-9.616203641,191.8314545
48 39 32 N C,0,2.81784503,-4.892425123,187.4499328
49 23 42 N L,0,1.508053578,-9.971030077,132.5400679
50 27 40 N T,0,2.464053906,-7.474322966,197.9902877
51 43 36 N O,0,1.386719351,-9.92107169,184.5188412
52 3 11 N D,0,3.504137924,-4.216564536,140.7060092
53 34 50 N L,0,1.601767749,-9.943782406,131.8884701
54 23 50 N L,0,1.615095188,-9.921390362,130.6779418
55 26 44 N C,0,3.064481561,-4.003254064,189.9256221
56 30 45 N P,0,1.93273683,-9.035445221,118.3515541
57 3 38 N T,0,1.648363962,-9.882349556,196.4052429
58 1 25 N C,0,1.662819342,-9.869010782,190.1957634
59 1 50 N C,0,1.70043908,-9.819322549,190.2416658
60 42 23 N C,0,2.149469606,-7.837915762,190.4942174
61 5 27 N T,0,1.61204475,-9.933186107,198.420038
62 4 1 N P,0,1.562665851,-9.919170365,116.5275532
63 34 36 N D,0,1.472894621,-9.888065522,138.8200034
64 9 45 N P,0,2.853336716,-4.028783198,115.7942961
65 5 10 N D,0,4.123335783,-3.330492418,139.1259887
66 44 17 N C,0,1.705490291,-9.641334252,190.6196194
67 7 18 N P,0,2.333472547,-6.90601302,117.9908738
68 9 29 N T,0,1.522323942,-9.945256903,197.1868657
69 30 6 N C,0,1.662681383,-9.747887407,190.3097268
70 5 35 N O,0,1.608908074,-9.934687887,183.6907879
71 48 49 N D,0,1.626080384,-9.917132029,138.1465371
72 14 48 N T,0,1.752515565,-9.520605828,194.2879577
73 9 47 N D,0,1.660779608,-9.841803291,139.6750599
74 10 23 N D,0,2.899656072,-6.218078729,139.8908431
75 49 8 N T,0,1.597407014,-9.852071934,198.1347082
76 3 50 N P,0,1.974818784,-8.275691664,118.7235209
77 33 49 N L,0,1.602443436,-9.934608368,132.4001412
78 36 25 N C,0,2.544945926,-5.714688449,191.0482496
79 8 18 N L,0,1.563665805,-9.956925044,132.0022578
80 6 13 N C,0,1.595588285,-9.920589353,188.6678253
81 14 39 N P,0,3.176754503,-2.129914174,115.6130545
82 16 10 N D,0,4.366625269,-0.901277427,138.5835485
83 23 9 N O,0,1.840176261,-9.432447816,184.0074888
84 8 29 N O,0,1.510042786,-9.955436331,182.5857017
85 30 20 N P,0,1.55134064,-9.925199393,118.2389597
86 22 8 N L,0,1.294360546,-9.961158899,134.3851991
87 20 48 N L,0,1.60936661,-9.928228053,132.7673829
88 5 16 N O,0,1.584327176,-9.947021424,183.2726423
89 44 23 N D,0,1.696800757,-9.713596319,140.1065223
90 43 9 N L,0,2.105966058,-8.594907794,133.4778245
91 38 42 N O,0,1.414544873,-9.892538064,182.0057379
92 31 40 N D,0,1.33176938,-9.989646323,138.4643405
93 4 7 N C,0,1.533796996,-9.964046314,190.9837207
94 4 14 N D,0,3.219512148,-4.849604138,139.8420933
95 46 13 N C,0,1.579497479,-9.832539809,161.9023175
96 45 22 N P,0,1.529393395,-9.958241739,98.81583879
97 31 28 N O,0,1.67193498,-9.61005797,152.9592794
98 50 18 N P,0,1.567211185,-9.950323663,100.7991802
99 45 46 N L,0,1.62874937,-9.916171775,112.0580014
100 21 38 N L,0,1.453797855,-9.975945502,112.9560208
101 36 18 N D,0,2.157697226,-8.576013825,118.9708018
102 13 48 N D,0,1.633047802,-9.901947037,118.1232482
103 36 11 N T,0,1.599323433,-9.770666902,169.8336895
104 13 36 N O,0,1.406544832,-9.981521294,156.2892123
105 10 28 N D,0,2.210685596,-8.790554715,116.7253537
106 6 31 N O,0,1.614907516,-9.926771535,153.3169589
107 12 12 N L,0,1.430408086,-9.988726091,111.4533328
108 44 49 N T,0,2.168555187,-7.464828486,169.5208418
109 48 24 N P,0,1.580485998,-9.940449635,99.5665917
110 42 16 N L,0,2.34676256,-8.253428387,111.799111
111 26 7 N T,0,1.544319774,-9.929022793,168.0013004
112 24 31 N P,0,2.150196889,-8.267802352,98.75897371
113 35 30 N C,0,3.199264217,-3.860086714,162.8128691
114 1 46 N P,0,2.034279883,-7.939674887,100.9658588
115 36 11 N T,0,1.599323433,-9.770666902,169.0353945
116 29 27 N O,0,1.584493916,-9.759906133,155.001686
117 45 47 N O,0,1.630099082,-9.897435706,153.0417464
118 39 47 N P,0,1.706490209,-9.657952921,99.21266797
119 48 45 N L,0,1.617709685,-9.893164049,112.297142
120 23 27 N O,0,1.505627324,-9.927807736,155.1691179
121 41 8 N L,0,1.913976314,-9.01248225,114.0677797
122 17 28 N L,0,1.53294875,-9.958524966,113.1850583
123 4 5 N P,0,1.63674869,-9.847779466,100.1106075
124 19 14 N C,0,1.517890626,-9.891797621,164.2490403
125 12 20 N L,0,1.536608728,-9.967355306,112.6195008
126 24 24 N O,0,1.857174778,-9.478021018,154.5969096
127 32 49 N T,0,2.427776136,-6.323362839,166.2257828
128 23 36 N O,0,1.425689302,-9.985355152,156.7905895
129 5 9 N D,0,4.339940613,-3.055490552,117.4238098
130 49 49 N C,0,1.756491104,-9.687785204,160.3886951
131 19 36 N O,0,1.475779691,-9.976709501,157.2625909
132 49 14 N T,0,1.710805896,-9.5827098,168.2687088
