iteration_test,failures,policy,miura,time
0 22 20 N A,0,0.89863386,-9.415707668,65.0830592
1 23 1 N T,0,1.209806785,-9.602442468,96.36324638
2 5 10 N E,0,1.804150539,-8.808698816,48.34764965
3 22 20 N A,0,0.89863386,-9.415707668,62.91867397
4 18 9 N B,0,0.976909497,-9.011418797,156.686815
5 9 2 N P,0,1.058589704,-9.923278068,134.4494077
6 16 7 N T,0,1.234214365,-9.657282806,91.57574391
7 14 15 N A,0,1.281972279,-7.17348499,62.26826331
8 17 21 N E,0,4.023651967,-1.741451667,48.47511441
9 11 4 N D,0,1.735960013,-6.496877934,73.87811286
10 24 10 N B,0,1.047008162,-9.107755331,153.2023807
11 11 13 N B,0,1.210274876,-8.779497698,161.2301406
12 23 6 N O,0,1.703148291,-6.530068647,75.46460743
13 18 23 N O,0,0.797948656,-9.617536317,75.96214432
14 7 3 N C,0,1.294036184,-9.749734785,81.48533828
15 4 22 N B,0,0.915379713,-9.278849632,158.7826635
16 18 24 N O,0,0.784601878,-9.617916644,77.19097652
17 6 22 N P,0,1.715434977,-2.315192402,134.0650195
18 17 22 N O,0,0.85731094,-9.575021233,77.49973913
19 11 13 N B,0,1.210274876,-8.779497698,157.9367065
20 12 9 N C,0,3.686488703,-3.388225152,81.55979575
21 15 21 N E,0,3.193584976,-1.034001125,49.27581594
22 13 13 N D,0,1.331763118,-8.077749931,73.56875327
23 15 5 N E,0,1.776001549,-8.954598609,48.6722316
24 15 7 N L,0,1.425583877,-8.854349345,63.28513736
25 15 22 N B,0,1.476311793,-6.504164479,160.85326
26 9 2 N E,0,1.196806992,-9.847773133,48.20638831
27 18 10 N E,0,1.870909454,-8.835115793,47.22169865
28 25 16 N T,0,2.909088312,-5.070253644,94.68607062
29 16 24 N L,0,0.781099714,-9.690332845,62.72078593
30 1 12 N L,0,1.192814231,-9.441617167,64.18248977
31 9 24 N P,0,1.029743682,-9.810608712,131.1344409
32 22 9 N L,0,2.006096099,-4.227386348,60.47155698
33 5 6 N T,0,0.843124551,-9.937393166,96.11310743
34 13 21 N C,0,2.322254735,-7.854608286,82.71958429
35 23 17 N O,0,1.33911388,-8.610466006,77.7805236
36 16 1 N T,0,1.078384138,-9.842669143,96.6570373
37 7 7 N T,0,0.800813395,-9.924946094,95.81977215
38 2 22 N A,0,1.565649609,-7.448561374,62.0910771
39 9 8 N P,0,0.966529772,-9.415397501,135.6771817
40 19 2 N C,0,1.745451635,-8.976062171,83.84648866
41 13 25 N C,0,1.077574459,-9.718267774,84.3521612
42 16 24 N A,0,0.9277993,-9.830361272,62.14983805
43 23 9 N D,0,1.217324252,-9.118482171,71.62784884
44 21 2 N C,0,1.941351276,-8.450499432,83.97119893
45 3 12 N A,0,1.981432579,-4.829568518,63.27017447
46 22 9 N D,0,1.229598467,-8.940060064,73.08517101
47 15 3 N T,0,1.08567734,-9.793240071,94.81331689
48 24 24 N T,0,4.205342297,-1.262880652,95.47509337
49 7 14 N E,0,2.711619249,-5.899727058,47.25067858
50 1 11 N P,0,1.10484163,-9.64059336,135.7660416
51 13 17 N T,0,1.723677266,-9.031005943,99.50320599
52 22 20 N C,0,3.130086636,-4.176885519,81.24106769
53 20 8 N T,0,1.675005684,-9.208582001,96.04626016
54 3 3 N C,0,1.4332056,-9.590322122,81.64471322
55 14 9 N B,0,0.981564344,-9.110422567,160.7339045
56 12 4 N T,0,0.975047579,-9.898648655,96.44431236
57 25 7 N T,0,1.665077326,-9.0564457,96.18284642
58 19 24 N E,0,1.201479274,-9.322239672,48.32555675
59 5 15 N D,0,1.474235249,-8.492133085,72.69784784
60 18 13 N E,0,1.750540662,-8.928602412,48.40327929
61 24 13 N B,0,1.097554072,-9.008616538,162.2040931
62 9 18 N P,0,1.885928848,-3.842328301,135.9508633
63 23 1 N C,0,1.739992705,-8.98913138,81.25576616
64 12 10 N D,0,1.688687497,-6.388018157,71.09415505
