iteration_test,failures,policy,miura,time
0 21 6 N O,0,2.2098698558593486,1.8804746633884424,114.65421626999887
1 17 10 N E,0,2.633810718279547,8.270511253641738,95.83244655800081
2 25 12 N C,0,3.723379553417505,3.299515423219409,53.97347451800306
3 10 9 N O,0,1.884732475320852,8.598000901041704,116.43301041300583
4 1 19 N O,0,1.552735067105038,9.935729601983008,115.120281290001
5 23 8 N P,0,1.3968264093746392,9.982171531417912,130.95632666200254
6 19 19 N B,0,1.098958841653812,1.2550128972707468,135.93274611600646
7 22 4 N C,0,3.251126287446024,5.715490685997779,53.51009913600137
8 13 15 N C,0,3.8744789083864575,3.047745790536355,54.76990480800305
9 17 15 N P,0,0.9733278938172683,9.418114629455593,136.78011546799826
10 14 13 N B,0,1.3381501527028286,8.90322587130678,137.39321044600365
11 10 10 N D,0,2.609724648321297,3.687894382224956,76.11503182700108
12 1 22 N O,0,1.576339427300399,9.910419083620729,117.25669844900403
13 11 5 N C,0,3.5580624604438684,4.5041287670153265,50.409508983000705
14 5 18 N P,0,1.5543804645127512,1.5103707163167743,130.02960486200027
15 9 21 N C,0,2.09097782812627,8.963864346364574,51.454676576002385
16 8 5 N E,0,1.9696579301191621,9.05178551370761,92.02189628499764
17 18 2 N P,0,1.5736117176441597,9.930629520175385,132.45896883599926
18 17 16 N B,0,1.8887973059104242,6.017647503491732,133.55993037500593
19 22 6 N D,0,1.613798717277112,9.328057952885436,77.31529430999944
20 17 16 N B,0,1.8887973059104242,6.017647503491732,134.87473421499453
21 7 12 N E,0,3.0553623336033318,5.835398444374479,90.71101889300189
22 20 4 N E,0,1.6534298235681009,9.548763371340591,92.31885735799733
23 10 4 N B,0,1.2587370823543784,9.676441409583846,132.3762234349997
24 6 8 N O,0,1.5463377273571488,9.410359769396843,120.09383279900067
25 7 9 N D,0,2.2547621688312836,1.7591030542307269,79.60119965000194
26 2 5 N E,0,2.113051157344571,8.616654975648537,92.54308687600133
27 22 7 N O,0,2.5729724954077677,4.491842636996637,114.66990997800167
28 25 24 N P,0,1.5131205802712455,9.950721936815086,131.64685880299658
29 7 8 N O,0,1.6508634629930086,9.33490466314739,114.41426339699683
30 21 22 N E,0,2.215159298519187,8.813553716748055,90.40343124599895
31 16 25 N O,0,1.5534597730447517,9.773519590752048,117.82228579799994
32 22 11 N O,0,2.4870263902834386,5.462584415489564,113.82401550000213
33 10 9 N D,0,2.6918726232507586,3.031288386042722,77.75394181600132
34 21 21 N D,0,0.929999594195256,9.746875976782501,76.88533478099998
35 19 18 N C,0,3.2684358178874224,5.365067510112691,53.3343787729973
36 21 3 N C,0,3.1661063957018185,6.392358734489419,53.634226537004
37 18 12 N E,0,2.3261557946375637,8.68955318242634,93.55388352700538
38 9 7 N C,0,3.4174494685797705,5.797464974276149,54.613054408997414
39 19 11 N P,0,1.12214521340124,9.6528271444585,131.60093199499534
40 9 14 N B,0,1.536772542316716,8.891352846000173,137.28733410600398
41 6 19 N D,0,1.2151052401748887,9.472850283149615,76.83916549000423
42 4 15 N P,0,1.6860645976959237,9.246443073355726,130.92531556299946
43 22 3 N O,0,2.3791161540044703,6.3947603473818955,113.76758306899865
44 24 19 N O,0,1.89457718921626,9.124594443768578,116.10248113300622
45 3 9 N D,0,2.0119550683681986,8.35446251538827,76.57878550200257
46 21 17 N O,0,1.7569281285320697,8.326730532527847,117.50855225299892
47 2 5 N E,0,2.113051157344571,8.616654975648537,91.86254993599869
48 20 2 N D,0,1.5608342891785203,9.625992641426652,77.18437472899677
49 2 24 N P,0,1.638507207031815,9.649037266041988,132.7369286079993
50 17 2 N B,0,1.592705569309685,9.920988808617043,137.35900407500594
51 9 2 N O,0,1.929259440384077,9.113806982756687,114.90206997899804
52 2 6 N O,0,1.7152692973287689,9.748276134823083,117.80983122999896
53 14 7 N O,0,2.0816350925408598,7.5528191751429565,116.94672368399915
54 8 15 N P,0,1.6833177339893817,8.123120193567177,130.86624547600513
55 20 3 N B,0,1.5670966433856657,9.949764125840451,132.31586132799566
56 7 3 N O,0,1.8983273098134,9.199911059875408,116.74009169400233
57 1 11 N D,0,2.0119550683681986,8.35446251538827,75.62417647500115
58 13 5 N B,0,1.2425089693508433,9.40849709897196,132.73426769900107
59 7 21 N P,0,1.9797680725813296,2.545983783684783,131.2810981540024
60 8 13 N C,0,4.03185811005122,3.5089065883245474,53.309897612001805
61 5 4 N B,0,1.1933094185952189,9.895277746103531,136.48562261600455
62 4 19 N P,0,1.5543804645127512,1.5103707163167743,132.59415935100697
63 23 25 N B,0,1.6142472267620556,9.247907076955832,133.66558062900003
64 15 25 N E,0,1.8280003031280094,9.740351503816857,90.62372688399773
65 15 12 N D,0,1.7239668440505163,8.32572290353814,76.15377985499799
66 18 24 N P,0,1.5774671047474902,9.907849234262322,131.34749288299645
67 7 13 N E,0,3.263115693835807,5.11667939974631,90.2965666079981
68 11 8 N C,0,4.210684819035282,3.4618738863122,54.06721769399883
69 6 15 N D,0,2.402980053562811,6.674940654100836,76.32621764299984
70 7 12 N C,0,4.236748103903499,3.2527394361343207,53.43158068699995
71 14 17 N E,0,4.083423622009508,1.967569992823293,91.49852095399547
72 3 19 N O,0,1.5366883650003884,9.92992786883886,117.73461206700449
73 24 18 N B,0,1.5738253337338959,8.76780543825073,133.5203256839959
74 1 5 N D,0,1.844508383089227,9.446338850687615,77.48310776300059
75 11 9 N E,0,2.9737533031907764,7.074256001206328,92.20501533899369
76 17 17 N P,0,1.359377079131812,8.779583023597867,128.65764290800143
77 16 17 N C,0,4.297644033827535,2.1516032664667883,52.631198742004926
78 3 3 N C,0,2.109451848174543,8.48820901541797,52.61794774499867
79 16 23 N P,0,1.2374045296418121,8.330270590342286,126.66300223199505
80 15 7 N D,0,2.316194219268583,6.30011297678455,76.91551562200038
81 25 12 N E,0,2.1138809630316913,9.093650255025137,89.40854849400057
82 1 10 N O,0,1.627976818564491,9.894490279658678,114.92855356200016
83 2 10 N B,0,1.5381099116661048,9.759114282519649,133.93895464699744
84 10 19 N E,0,4.197772977734972,1.7039626445111313,93.43815956600156
85 6 10 N E,0,2.647182946445469,7.486312429301181,92.46367889200337
86 12 3 N E,0,1.7759170414888739,9.597325557021469,91.56922470199788
87 11 13 N C,0,4.48757289916258,2.5388378532576104,52.46064506199764
88 11 19 N P,0,2.1027388274379444,5.800350439586543,131.88876846000494
89 23 21 N B,0,1.562282723278137,8.884147378333642,131.6583370389999
90 14 4 N D,0,2.3229682972803194,6.162839531878973,76.95145766899805
91 2 22 N D,0,1.7952713626839105,9.432830100110579,76.82426366500295
92 10 18 N B,0,1.3485640296052255,8.900139017266735,136.22743556599744
93 5 12 N D,0,2.935575717448757,4.264419670821868,76.23540814100124
94 8 5 N P,0,1.2195779010963075,9.570984352768015,130.6204472590034
95 5 3 N C,0,2.04138635741489,8.734756077104517,54.064555031000054
96 4 1 N P,0,1.6116061392099803,9.832998146602849,127.60263129499799
