iteration_test,failures,policy,miura,time
0 12 15 N L,1,0,0,0
1 5 49 N T,1,0,0,0
2 60 73 N O,1,0,0,0
3 39 51 N T,0,1.7452416964358382,9.564776569041676,1215.9427287410072
4 20 3 N T,1,0,0,0
5 2 4 N L,1,0,0,0
6 61 8 N D,1,0,0,0
7 43 74 N D,0,1.78695525917106,9.281085332946388,1224.3533211530012
8 24 6 N C,1,0,0,0
9 20 28 N D,0,1.6757493984873852,9.810235942606903,1887.762703899003
10 55 23 N C,1,0,0,0
11 22 44 N T,1,0,0,0
12 71 15 N T,1,0,0,0
13 55 54 N C,0,1.599335975262297,9.934949697135814,2083.119467155979
14 72 57 N P,1,0,0,0
15 55 13 N D,0,1.6591374867444415,9.857523662910996,1926.7678420080047
10 55 23 N C,1,0,0,0
11 22 44 N T,1,0,0,0
12 71 15 N T,1,0,0,0
13 55 54 N C,1,0,0,0
14 72 57 N P,1,0,0,0
15 55 13 N D,0,1.6611913996968861,9.853137122967055,1129.854452500993
16 9 9 N O,1,0,0,0
17 9 52 N L,1,0,0,0
18 41 72 N O,1,0,0,0
19 49 53 N O,0,1.8003720457554797,9.299819057813291,1129.4498860519961
20 43 59 N T,0,2.085147576587907,7.929419995712749,457.67905264301226
20 43 59 N T,0,2.1459992362777554,7.599562537832251,402.61591164699985
21 42 59 N P,1,0,0,0
22 70 62 N O,0,2.5511051375080185,6.103626400575556,270.39474882000104
20 43 59 N T,0,2.0458894677101984,8.095951668367162,416.0690272239999
20 43 59 N T,0,2.234433517531595,7.431824683748651,421.38312656500784
21 42 59 N P,1,0,0,0
22 70 62 N O,0,2.554398045529213,5.936545673885553,319.27336526500585
23 17 61 N L,1,0,0,0
24 56 37 N P,0,1.6542889816973718,9.866563608714113,988.4561985110049
25 63 20 N T,1,0,0,0
26 4 31 N O,1,0,0,0
27 3 12 N T,1,0,0,0
28 53 42 N L,0,1.7449794421062064,9.519597475931857,673.3069113849924
29 30 68 N P,1,0,0,0
30 59 47 N L,1,0,0,0
31 68 48 N D,0,1.4821419425200077,9.958479205389084,832.3049468729878
32 24 35 N D,0,1.729610255215625,9.56080199720522,750.2901888950146
33 2 26 N L,1,0,0,0
34 70 47 N O,0,2.772088640462269,1.5820517690400213,70.29147225001361
35 49 60 N T,0,2.4941767180571692,5.896046265621469,301.9881079189945
36 68 39 N P,0,1.5939218210873483,9.93947832629102,1378.8564686620084
37 51 21 N P,0,1.7676929696302883,9.396975054800539,649.0675835459842
38 60 68 N P,1,0,0,0
39 21 9 N D,0,1.3740217006239352,9.992882571502241,1389.7416233990225
40 74 60 N L,1,0,0,0
41 54 21 N O,0,1.7170000222468271,9.653453781835985,665.4595110239752
42 55 7 N T,1,0,0,0
43 57 37 N D,0,1.674875799649153,9.798539930832138,691.4961750920047
44 3 25 N T,1,0,0,0
45 57 57 N L,1,0,0,0
46 53 67 N O,1,0,0,0
47 60 64 N P,1,0,0,0
48 25 30 N C,0,1.6927004473116647,9.745505922288151,789.5414859710145
40 74 60 N L,1,0,0,0
41 54 21 N O,0,1.708924745126697,9.699599800717674,1386.4702129020006
42 55 7 N T,1,0,0,0
43 57 37 N D,0,1.6976311167194218,9.695519390092425,1308.3143253740272
44 3 25 N T,1,0,0,0
45 57 57 N L,1,0,0,0
46 53 67 N O,1,0,0,0
47 60 64 N P,1,0,0,0
48 25 30 N C,0,1.700249039327537,9.70133241868688,1657.716504245007
49 50 71 N O,1,0,0,0
50 66 67 N T,0,3.2095412359014275,3.0536399239598935,336.46105123497546
51 23 11 N P,0,2.6884397677693928,1.7283298725157197,185.31142646598164
52 20 63 N D,1,0,0,0
53 27 72 N D,0,1.8379680083953833,9.074967171577411,1082.1854331869981
54 31 41 N O,1,0,0,0
55 15 37 N C,0,1.8407084094275654,8.98445014443665,1079.1752714579925
56 61 34 N P,0,1.6446579169145847,9.884659547670768,2024.6351759369718
57 67 50 N T,0,1.8728916067124297,9.328165657512006,898.7261561650084
58 66 8 N D,1,0,0,0
59 56 67 N T,0,3.142299924380136,1.949955657650835,265.32296687399503
60 46 68 N P,1,0,0,0
61 64 61 N P,1,0,0,0
62 24 25 N P,0,1.8745992160994889,8.83049328207823,957.539410664991
63 28 74 N O,1,0,0,0
64 3 13 N D,1,0,0,0
65 50 34 N O,0,1.8254796516170015,9.106720467467696,1074.8139071729966
66 6 75 N T,0,1.5674698946979106,9.97192825418899,2279.125820460962
67 68 54 N P,1,0,0,0
68 32 17 N D,0,1.6497145451007504,9.882825448969067,1695.7169873890234
69 49 42 N D,0,2.0108147074841853,8.222192483015517,923.6138625480235
70 72 75 N D,1,0,0,0
71 4 35 N T,1,0,0,0
72 4 26 N T,1,0,0,0
73 4 12 N O,1,0,0,0
74 68 42 N T,1,0,0,0
75 31 3 N D,1,0,0,0
76 69 64 N O,0,2.452667235816304,6.250644496127055,625.7611140129156
77 9 51 N P,0,1.6563872841037963,9.854197788669323,1726.0935144930845
70 72 75 N D,1,0,0,0
71 4 35 N T,1,0,0,0
70 72 75 N D,1,0,0,0
71 4 35 N T,1,0,0,0
72 4 26 N T,1,0,0,0
73 4 12 N O,0,1.6456885775205579,9.89920412308289,5574.627159734002
70 72 75 N D,1,0,0,0
71 4 35 N T,1,0,0,0
72 4 26 N T,1,0,0,0
