action_type, correct_C, correct_D, correct_L, correct_O, correct_P, correct_T, p_confidence_C, p_confidence_D, p_confidence_L, p_confidence_O, p_confidence_P, p_confidence_T
optimal,[0.3   0.32  0.352 0.4   0.448 0.468 0.52  0.576 0.612 0.648 0.664 0.712 0.816 0.86  0.884 0.892 0.892 0.892 0.892 0.916],[0.068 0.088 0.116 0.116 0.116 0.128 0.128 0.192 0.268 0.296 0.324 0.396 0.476 0.492 0.508 0.548 0.592 0.624 0.676 0.712],[0.148 0.16  0.232 0.248 0.308 0.308 0.344 0.392 0.452 0.496 0.556 0.568 0.6   0.712 0.728 0.748 0.792 0.804 0.844 0.86 ],[0.168 0.192 0.192 0.192 0.252 0.268 0.272 0.312 0.388 0.428 0.468 0.48  0.568 0.584 0.596 0.604 0.624 0.684 0.684 0.732],[0.32  0.32  0.336 0.336 0.384 0.472 0.504 0.536 0.64  0.7   0.7   0.74  0.756 0.828 0.852 0.888 0.92  0.92  0.92  0.936],[0.268 0.272 0.352 0.368 0.388 0.46  0.496 0.524 0.584 0.604 0.696 0.708 0.736 0.748 0.804 0.848 0.872 0.892 0.916 0.916],[0.3   0.318 0.352 0.4   0.448 0.468 0.52  0.576 0.612 0.648 0.664 0.712 0.816 0.86  0.884 0.892 0.892 0.892 0.892 0.916],[0.068 0.088 0.116 0.116 0.116 0.128 0.128 0.192 0.268 0.296 0.324 0.396 0.476 0.492 0.508 0.548 0.592 0.624 0.676 0.712],[0.148 0.16  0.232 0.248 0.308 0.308 0.344 0.392 0.452 0.496 0.556 0.568 0.6   0.712 0.728 0.748 0.792 0.804 0.844 0.86 ],[0.168 0.192 0.192 0.192 0.252 0.268 0.272 0.312 0.388 0.428 0.468 0.48  0.568 0.584 0.596 0.604 0.624 0.684 0.684 0.732],[0.32  0.32  0.336 0.336 0.384 0.472 0.504 0.536 0.64  0.7   0.7   0.74  0.756 0.828 0.852 0.888 0.92  0.92  0.92  0.936],[0.268 0.27  0.352 0.368 0.388 0.46  0.496 0.524 0.584 0.604 0.696 0.708 0.736 0.748 0.804 0.848 0.872 0.892 0.916 0.916]
