key,average,std_err
 correct_C,[0.176 0.14  0.144 0.16  0.16  0.124 0.12  0.12  0.168 0.128 0.14  0.124 0.148 0.144 0.112 0.116 0.12  0.112 0.116 0.104],[0.02409 0.02195 0.0222  0.02319 0.02319 0.02084 0.02055 0.02055 0.02365 0.02113 0.02195 0.02084 0.02246 0.0222  0.01995 0.02025 0.02055 0.01995 0.02025 0.01931]
 correct_D,[0.224 0.204 0.236 0.212 0.26  0.308 0.34  0.332 0.352 0.38  0.376 0.384 0.388 0.404 0.448 0.448 0.46  0.448 0.444 0.448],[0.02637 0.02549 0.02686 0.02585 0.02774 0.0292  0.02996 0.02978 0.03021 0.0307  0.03063 0.03076 0.03082 0.03103 0.03145 0.03145 0.03152 0.03145 0.03142 0.03145]
 correct_L,[0.352 0.412 0.408 0.448 0.484 0.492 0.5   0.472 0.524 0.548 0.552 0.556 0.584 0.568 0.556 0.588 0.592 0.632 0.644 0.62 ],[0.03021 0.03113 0.03108 0.03145 0.03161 0.03162 0.03162 0.03157 0.03159 0.03148 0.03145 0.03142 0.03117 0.03133 0.03142 0.03113 0.03108 0.0305  0.03028 0.0307 ]
 correct_O,[0.136 0.136 0.16  0.14  0.168 0.156 0.116 0.136 0.112 0.124 0.128 0.104 0.136 0.132 0.136 0.144 0.152 0.148 0.152 0.132],[0.02168 0.02168 0.02319 0.02195 0.02365 0.02295 0.02025 0.02168 0.01995 0.02084 0.02113 0.01931 0.02168 0.02141 0.02168 0.0222  0.02271 0.02246 0.02271 0.02141]
 correct_P,[0.108 0.2   0.284 0.308 0.324 0.332 0.336 0.36  0.356 0.372 0.388 0.388 0.404 0.4   0.396 0.384 0.416 0.388 0.396 0.412],[0.01963 0.0253  0.02852 0.0292  0.0296  0.02978 0.02987 0.03036 0.03028 0.03057 0.03082 0.03082 0.03103 0.03098 0.03093 0.03076 0.03117 0.03082 0.03093 0.03113]
 correct_T,[0.16  0.156 0.204 0.184 0.164 0.156 0.18  0.196 0.204 0.188 0.196 0.204 0.188 0.216 0.208 0.2   0.208 0.22  0.244 0.232],[0.02319 0.02295 0.02549 0.02451 0.02342 0.02295 0.0243  0.02511 0.02549 0.02471 0.02511 0.02549 0.02471 0.02603 0.02567 0.0253  0.02567 0.0262  0.02716 0.0267 ]
 p_confidence_C,[0.176 0.14  0.144 0.16  0.16  0.124 0.12  0.12  0.168 0.128 0.14  0.124 0.148 0.144 0.112 0.116 0.12  0.112 0.116 0.104],[0.02409 0.02195 0.0222  0.02319 0.02319 0.02084 0.02055 0.02055 0.02365 0.02113 0.02195 0.02084 0.02246 0.0222  0.01995 0.02025 0.02055 0.01995 0.02025 0.01931]
 p_confidence_D,[0.224 0.204 0.236 0.212 0.26  0.308 0.34  0.332 0.352 0.38  0.376 0.384 0.388 0.404 0.448 0.448 0.46  0.448 0.444 0.448],[0.02637 0.02549 0.02686 0.02585 0.02774 0.0292  0.02996 0.02978 0.03021 0.0307  0.03063 0.03076 0.03082 0.03103 0.03145 0.03145 0.03152 0.03145 0.03142 0.03145]
 p_confidence_L,[0.352 0.412 0.408 0.448 0.484 0.492 0.5   0.472 0.524 0.548 0.552 0.556 0.584 0.568 0.556 0.588 0.592 0.632 0.644 0.62 ],[0.03021 0.03113 0.03108 0.03145 0.03161 0.03162 0.03162 0.03157 0.03159 0.03148 0.03145 0.03142 0.03117 0.03133 0.03142 0.03113 0.03108 0.0305  0.03028 0.0307 ]
 p_confidence_O,[0.136 0.136 0.16  0.14  0.168 0.156 0.116 0.136 0.112 0.124 0.128 0.104 0.136 0.132 0.136 0.144 0.152 0.148 0.152 0.132],[0.02168 0.02168 0.02319 0.02195 0.02365 0.02295 0.02025 0.02168 0.01995 0.02084 0.02113 0.01931 0.02168 0.02141 0.02168 0.0222  0.02271 0.02246 0.02271 0.02141]
 p_confidence_P,[0.108 0.2   0.284 0.308 0.324 0.332 0.336 0.36  0.356 0.372 0.388 0.388 0.404 0.4   0.396 0.384 0.416 0.388 0.396 0.412],[0.01963 0.0253  0.02852 0.0292  0.0296  0.02978 0.02987 0.03036 0.03028 0.03057 0.03082 0.03082 0.03103 0.03098 0.03093 0.03076 0.03117 0.03082 0.03093 0.03113]
 p_confidence_T,[0.16  0.156 0.204 0.184 0.164 0.156 0.18  0.196 0.204 0.188 0.196 0.204 0.188 0.216 0.208 0.2   0.208 0.22  0.244 0.232],[0.02319 0.02295 0.02549 0.02451 0.02342 0.02295 0.0243  0.02511 0.02549 0.02471 0.02511 0.02549 0.02471 0.02603 0.02567 0.0253  0.02567 0.0262  0.02716 0.0267 ]
