action_type, correct_C, correct_D, correct_L, correct_O, correct_P, correct_T, p_confidence_C, p_confidence_D, p_confidence_L, p_confidence_O, p_confidence_P, p_confidence_T
optimal,[0.296 0.328 0.38  0.48  0.56  0.776 0.824 0.888 0.92  0.948 0.952 1.    1.    1.    1.    1.    1.    1.    0.992 0.992 0.992 0.984 0.984 0.984 0.932 0.924 0.984 0.924 0.904 0.932 0.984 0.924 0.904 0.904 0.904 0.904 0.904 0.904 0.904 0.904],[0.38  0.44  0.48  0.54  0.612 0.712 0.74  0.876 0.928 0.936 0.952 0.964 1.    0.996 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.404 0.432 0.512 0.552 0.728 0.792 0.82  0.832 0.88  0.936 0.948 0.984 1.    1.    1.    1.    1.    0.992 0.992 0.992 0.992 1.    0.992 1.    0.992 0.992 0.992 0.992 0.992 0.98  0.98  0.98  0.98  0.98  0.992 0.992 0.992 0.992 0.992 0.992],[0.26  0.328 0.456 0.52  0.592 0.712 0.74  0.74  0.824 0.896 0.936 0.964 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.304 0.428 0.516 0.54  0.616 0.712 0.76  0.808 0.884 0.984 0.984 0.984 0.984 0.984 0.984 0.984 0.984 0.984 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.244 0.304 0.396 0.424 0.6   0.664 0.74  0.768 0.812 0.868 0.924 0.932 0.96  0.96  0.96  1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.07499 0.12745 0.19842 0.29615 0.39243 0.54588 0.65027 0.74244 0.81608 0.87518 0.9094  0.95419 0.97002 0.97724 0.9823  0.98331 0.98423 0.98384 0.97921 0.97792 0.97186 0.96297 0.94846 0.95406 0.91692 0.9112  0.94637 0.91175 0.90004 0.91757 0.94791 0.9121  0.90041 0.90004 0.89959 0.89952 0.89925 0.89854 0.89869 0.8982 ],[0.09616 0.18633 0.28626 0.38148 0.47457 0.57531 0.64121 0.73576 0.807   0.86219 0.90757 0.93151 0.9701  0.98644 0.99325 0.99389 0.99465 0.99412 0.99461 0.99478 0.99513 0.99602 0.99579 0.99651 0.9963  0.99484 0.99473 0.99206 0.98821 0.9898  0.98949 0.98236 0.97546 0.9837  0.99033 0.98911 0.98654 0.98444 0.98362 0.98301],[0.10051 0.17532 0.2855  0.37692 0.52832 0.6469  0.72834 0.76796 0.81618 0.88551 0.91682 0.95647 0.97373 0.98136 0.97975 0.97341 0.9753  0.96822 0.96545 0.96518 0.96617 0.9757  0.9709  0.97697 0.97073 0.9684  0.95973 0.95501 0.95404 0.93996 0.93483 0.93388 0.93511 0.94764 0.96669 0.97302 0.96944 0.9663  0.97244 0.96769],[0.06448 0.12257 0.23559 0.33709 0.44412 0.57375 0.64579 0.68601 0.76438 0.8307  0.89347 0.93175 0.97007 0.98572 0.98952 0.99022 0.98836 0.98936 0.99007 0.99056 0.99097 0.9893  0.99026 0.98883 0.98996 0.9907  0.99269 0.99365 0.99417 0.99547 0.99609 0.99642 0.99662 0.99598 0.99455 0.99372 0.99458 0.99442 0.99536 0.99529],[0.08067 0.17908 0.29101 0.3755  0.46908 0.56521 0.64155 0.71205 0.78766 0.88761 0.93211 0.94823 0.95665 0.96659 0.97138 0.97342 0.97237 0.97413 0.98203 0.98343 0.98453 0.98219 0.98393 0.98187 0.98381 0.98518 0.98784 0.98925 0.9902  0.99178 0.9927  0.99338 0.99395 0.99299 0.99076 0.98964 0.99059 0.9897  0.99102 0.99041],[0.06731 0.13646 0.21622 0.28427 0.40199 0.50581 0.60391 0.65946 0.72632 0.7964  0.86486 0.89207 0.92712 0.93492 0.94204 0.97538 0.98316 0.98738 0.9894  0.99076 0.99192 0.99176 0.99289 0.99282 0.99385 0.9947  0.99462 0.99489 0.99537 0.99517 0.99537 0.99578 0.99625 0.99612 0.99564 0.99566 0.99528 0.99416 0.99442 0.99365]
legible,[0.348 0.444 0.488 0.596 0.668 0.824 0.84  0.892 0.904 0.964 0.992 0.968 0.968 0.992 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.416 0.484 0.576 0.608 0.656 0.768 0.852 0.908 0.944 0.984 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996],[0.42  0.452 0.572 0.612 0.736 0.812 0.876 0.888 0.924 0.952 0.96  0.992 0.992 0.992 0.992 0.992 0.992 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.3   0.368 0.496 0.556 0.592 0.688 0.732 0.8   0.932 0.976 0.992 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.38  0.496 0.532 0.604 0.652 0.688 0.732 0.828 0.94  0.976 0.988 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.28  0.316 0.452 0.452 0.612 0.648 0.796 0.852 0.892 0.96  0.972 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.088   0.16431 0.24637 0.34726 0.45459 0.59047 0.6736  0.75868 0.81043 0.88741 0.93303 0.9398  0.94714 0.97201 0.985   0.99074 0.99692 0.99865 0.999   0.99917 0.9993  0.9994  0.99949 0.99957 0.99963 0.99968 0.99973 0.99977 0.9998  0.99983 0.99985 0.99987 0.99989 0.99991 0.99992 0.99993 0.99994 0.99995 0.99996 0.99996],[0.10436 0.20183 0.32669 0.42509 0.52063 0.62691 0.72209 0.79958 0.86256 0.92565 0.95839 0.97183 0.97517 0.98158 0.98515 0.9865  0.98762 0.98877 0.98976 0.99047 0.99093 0.99128 0.99158 0.99185 0.99209 0.99231 0.99251 0.9927  0.99287 0.99303 0.99319 0.99333 0.99347 0.9936  0.99372 0.99383 0.99394 0.99405 0.99415 0.99424],[0.1053  0.18621 0.30682 0.40357 0.53895 0.66549 0.75032 0.80121 0.85965 0.90585 0.92795 0.96365 0.97287 0.97526 0.97641 0.97733 0.97811 0.98224 0.98298 0.98367 0.98431 0.98492 0.98549 0.98604 0.98656 0.98706 0.98754 0.988   0.98845 0.98887 0.98929 0.98969 0.99007 0.99044 0.9908  0.99114 0.99147 0.99179 0.9921  0.9924 ],[0.07463 0.13877 0.25422 0.35718 0.45008 0.5621  0.63332 0.71804 0.84    0.9067  0.95253 0.97879 0.99051 0.99618 0.99813 0.99887 0.99916 0.99932 0.99945 0.99954 0.99963 0.99969 0.99975 0.99979 0.99983 0.99986 0.99988 0.9999  0.99992 0.99993 0.99994 0.99995 0.99996 0.99997 0.99997 0.99998 0.99998 0.99998 0.99999 0.99999],[0.09919 0.20531 0.30747 0.41582 0.50256 0.5802  0.64274 0.73289 0.83053 0.8895  0.9321  0.95735 0.96802 0.9778  0.98314 0.98489 0.98564 0.98614 0.98658 0.98699 0.98739 0.98777 0.98814 0.9885  0.98884 0.98917 0.98949 0.98981 0.99011 0.9904  0.99068 0.99096 0.99123 0.99149 0.99174 0.99198 0.99222 0.99245 0.99267 0.99288],[0.07727 0.14468 0.24927 0.31499 0.43336 0.51769 0.65034 0.73105 0.7934  0.86906 0.9052  0.94928 0.97281 0.99058 0.99576 0.99718 0.99808 0.99844 0.99867 0.99886 0.99902 0.99916 0.99928 0.99938 0.99947 0.99954 0.99961 0.99966 0.99971 0.99975 0.99978 0.99981 0.99984 0.99986 0.99988 0.9999  0.99991 0.99993 0.99994 0.99994]
