key,average,std_err
 correct_C,[0.336 0.4   0.44  0.464 0.484 0.516 0.508 0.548 0.596 0.588 0.604 0.64  0.648 0.644 0.68  0.684 0.692 0.728 0.72  0.74 ],[0.02987 0.03098 0.03139 0.03154 0.03161 0.03161 0.03162 0.03148 0.03103 0.03113 0.03093 0.03036 0.03021 0.03028 0.0295  0.0294  0.0292  0.02814 0.0284  0.02774]
 correct_D,[0.084 0.108 0.116 0.088 0.076 0.06  0.056 0.044 0.048 0.032 0.036 0.02  0.008 0.008 0.008 0.004 0.008 0.008 0.008 0.004],[0.01754 0.01963 0.02025 0.01792 0.01676 0.01502 0.01454 0.01297 0.01352 0.01113 0.01178 0.00885 0.00563 0.00563 0.00563 0.00399 0.00563 0.00563 0.00563 0.00399]
 correct_L,[0.104 0.084 0.148 0.132 0.124 0.116 0.144 0.136 0.124 0.124 0.12  0.096 0.08  0.096 0.104 0.1   0.088 0.096 0.108 0.1  ],[0.01931 0.01754 0.02246 0.02141 0.02084 0.02025 0.0222  0.02168 0.02084 0.02084 0.02055 0.01863 0.01716 0.01863 0.01931 0.01897 0.01792 0.01863 0.01963 0.01897]
 correct_O,[0.152 0.148 0.164 0.176 0.156 0.152 0.12  0.104 0.12  0.12  0.148 0.136 0.116 0.108 0.104 0.112 0.084 0.104 0.096 0.088],[0.02271 0.02246 0.02342 0.02409 0.02295 0.02271 0.02055 0.01931 0.02055 0.02055 0.02246 0.02168 0.02025 0.01963 0.01931 0.01995 0.01754 0.01931 0.01863 0.01792]
 correct_P,[0.248 0.28  0.336 0.316 0.328 0.328 0.34  0.36  0.368 0.36  0.396 0.388 0.364 0.392 0.408 0.428 0.408 0.396 0.404 0.428],[0.02731 0.0284  0.02987 0.0294  0.02969 0.02969 0.02996 0.03036 0.0305  0.03036 0.03093 0.03082 0.03043 0.03088 0.03108 0.03129 0.03108 0.03093 0.03103 0.03129]
 correct_T,[0.34  0.388 0.404 0.452 0.484 0.496 0.5   0.516 0.544 0.528 0.564 0.588 0.588 0.6   0.596 0.62  0.596 0.604 0.632 0.62 ],[0.02996 0.03082 0.03103 0.03148 0.03161 0.03162 0.03162 0.03161 0.0315  0.03157 0.03136 0.03113 0.03113 0.03098 0.03103 0.0307  0.03103 0.03093 0.0305  0.0307 ]
 p_confidence_C,[0.336 0.4   0.44  0.464 0.484 0.516 0.508 0.548 0.596 0.588 0.604 0.64  0.648 0.644 0.68  0.684 0.692 0.728 0.72  0.74 ],[0.02987 0.03098 0.03139 0.03154 0.03161 0.03161 0.03162 0.03148 0.03103 0.03113 0.03093 0.03036 0.03021 0.03028 0.0295  0.0294  0.0292  0.02814 0.0284  0.02774]
 p_confidence_D,[0.084 0.108 0.116 0.088 0.076 0.06  0.056 0.044 0.048 0.032 0.036 0.02  0.008 0.008 0.008 0.004 0.008 0.008 0.008 0.004],[0.01754 0.01963 0.02025 0.01792 0.01676 0.01502 0.01454 0.01297 0.01352 0.01113 0.01178 0.00885 0.00563 0.00563 0.00563 0.00399 0.00563 0.00563 0.00563 0.00399]
 p_confidence_L,[0.104 0.084 0.148 0.132 0.124 0.116 0.144 0.136 0.124 0.124 0.12  0.096 0.08  0.096 0.104 0.1   0.088 0.096 0.108 0.1  ],[0.01931 0.01754 0.02246 0.02141 0.02084 0.02025 0.0222  0.02168 0.02084 0.02084 0.02055 0.01863 0.01716 0.01863 0.01931 0.01897 0.01792 0.01863 0.01963 0.01897]
 p_confidence_O,[0.152 0.148 0.164 0.176 0.156 0.152 0.12  0.104 0.12  0.12  0.148 0.136 0.116 0.108 0.104 0.112 0.084 0.104 0.096 0.088],[0.02271 0.02246 0.02342 0.02409 0.02295 0.02271 0.02055 0.01931 0.02055 0.02055 0.02246 0.02168 0.02025 0.01963 0.01931 0.01995 0.01754 0.01931 0.01863 0.01792]
 p_confidence_P,[0.248 0.28  0.336 0.316 0.328 0.328 0.34  0.36  0.368 0.36  0.396 0.388 0.364 0.392 0.408 0.428 0.408 0.396 0.404 0.428],[0.02731 0.0284  0.02987 0.0294  0.02969 0.02969 0.02996 0.03036 0.0305  0.03036 0.03093 0.03082 0.03043 0.03088 0.03108 0.03129 0.03108 0.03093 0.03103 0.03129]
 p_confidence_T,[0.34  0.388 0.404 0.452 0.484 0.496 0.5   0.516 0.544 0.528 0.564 0.588 0.588 0.6   0.596 0.62  0.596 0.604 0.632 0.62 ],[0.02996 0.03082 0.03103 0.03148 0.03161 0.03162 0.03162 0.03161 0.0315  0.03157 0.03136 0.03113 0.03113 0.03098 0.03103 0.0307  0.03103 0.03093 0.0305  0.0307 ]
