key,average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 correct_C,0.232,0.344,0.42,0.528,0.596,0.684,0.736,0.804,0.84,0.872,0.88,0.872,0.916,0.936,0.936,0.94,0.936,0.944,0.94,0.94,0.94,0.948,0.964,0.972,0.98,0.984,0.984,0.984,0.988,0.992,0.992,0.992,0.992,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,1,1,1
 correct_D,0.42,0.508,0.62,0.62,0.696,0.74,0.784,0.828,0.844,0.86,0.88,0.884,0.9,0.896,0.924,0.932,0.94,0.948,0.944,0.956,0.972,0.976,0.976,0.98,0.98,0.984,0.984,0.988,0.988,0.988,0.988,0.988,0.988,0.984,0.988,0.98,0.98,0.98,0.984,0.984,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.992,0.992,0.996,0.996,1,1,1,1,1,1,1,1
 correct_L,0.472,0.52,0.572,0.704,0.784,0.852,0.884,0.908,0.936,0.952,0.952,0.96,0.972,0.976,0.976,0.976,0.98,0.988,0.996,0.988,0.988,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.996,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_O,0.464,0.592,0.708,0.78,0.852,0.904,0.956,0.98,0.988,0.992,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_P,0.188,0.324,0.456,0.532,0.612,0.7,0.764,0.816,0.848,0.856,0.876,0.88,0.884,0.916,0.932,0.936,0.936,0.948,0.952,0.948,0.956,0.964,0.968,0.976,0.976,0.98,0.98,0.984,0.988,0.988,0.988,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_T,0.388,0.564,0.62,0.696,0.74,0.784,0.8,0.848,0.848,0.872,0.9,0.908,0.924,0.928,0.948,0.956,0.964,0.972,0.976,0.98,0.984,0.98,0.98,0.98,0.98,0.98,0.98,0.984,0.988,0.992,0.992,0.992,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,1,1,1,1,1,0.996,0.996,0.996,0.996,0.996,0.996,0.996,1,1,1,1,1,1,1,1
 p_confidence_C,0.06289,0.12818,0.19662,0.28303,0.35146,0.44408,0.52752,0.60694,0.66743,0.7175,0.74413,0.76154,0.80763,0.84512,0.86069,0.87502,0.88108,0.89012,0.89631,0.89851,0.90698,0.9201,0.93775,0.95038,0.96353,0.97155,0.97493,0.97679,0.9809,0.98477,0.98611,0.98723,0.98786,0.99098,0.99212,0.99243,0.99231,0.9924,0.99275,0.99294,0.9934,0.99484,0.9953,0.99547,0.99557,0.99562,0.99571,0.99574,0.99573,0.99573,0.9958,0.99578,0.99577,0.99577,0.99577,0.9958,0.99591,0.99827,0.99876,0.99959
 p_confidence_D,0.11943,0.20771,0.31884,0.38009,0.46493,0.53548,0.5991,0.65818,0.69788,0.72811,0.75901,0.77707,0.79875,0.80841,0.83579,0.8546,0.86755,0.88065,0.88653,0.90218,0.92172,0.93472,0.93993,0.94673,0.9521,0.95968,0.96272,0.96761,0.97041,0.9731,0.97437,0.97469,0.97501,0.97404,0.97787,0.97445,0.97478,0.97551,0.97779,0.97818,0.98066,0.98228,0.98326,0.98446,0.98543,0.98584,0.98604,0.98622,0.98845,0.98985,0.9934,0.99377,0.99686,0.99683,0.99704,0.997,0.99692,0.99822,0.99841,0.99837
 p_confidence_L,0.12113,0.20866,0.30465,0.45216,0.57021,0.67283,0.74624,0.80274,0.84996,0.88004,0.89322,0.90927,0.93052,0.94129,0.94796,0.95346,0.95983,0.96792,0.97485,0.97341,0.97545,0.9824,0.98503,0.98741,0.98945,0.99023,0.99036,0.9902,0.99014,0.99262,0.99328,0.99373,0.99748,0.99836,0.99836,0.99822,0.99869,0.99891,0.99952,0.99985,0.9999,0.99993,0.99995,0.99996,0.99997,0.99998,0.99998,0.99999,1,1,1,1,1,1,1,1,1,1,1,1
 p_confidence_O,0.11836,0.22117,0.33603,0.45883,0.57402,0.68302,0.78477,0.85527,0.901,0.92698,0.945,0.96095,0.97536,0.98352,0.9881,0.99175,0.99368,0.99477,0.9957,0.99643,0.9978,0.99868,0.99915,0.99942,0.99956,0.9997,0.99973,0.99974,0.99987,0.99993,0.99995,0.99997,0.99998,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
