key,average,std_err
 correct_C,[0.324 0.392 0.44  0.436 0.472 0.5   0.48  0.508 0.568 0.564 0.584 0.604 0.636 0.62  0.648 0.644 0.652 0.696 0.684 0.704],[0.0296  0.03088 0.03139 0.03136 0.03157 0.03162 0.0316  0.03162 0.03133 0.03136 0.03117 0.03093 0.03043 0.0307  0.03021 0.03028 0.03013 0.02909 0.0294  0.02887]
 correct_D,[0.068 0.1   0.108 0.084 0.072 0.056 0.048 0.04  0.044 0.032 0.036 0.02  0.012 0.004 0.004 0.    0.    0.004 0.004 0.   ],[0.01592 0.01897 0.01963 0.01754 0.01635 0.01454 0.01352 0.01239 0.01297 0.01113 0.01178 0.00885 0.00689 0.00399 0.00399 0.      0.      0.00399 0.00399 0.     ]
 correct_L,[0.104 0.064 0.12  0.136 0.12  0.112 0.128 0.128 0.12  0.112 0.12  0.092 0.076 0.08  0.084 0.092 0.092 0.084 0.096 0.1  ],[0.01931 0.01548 0.02055 0.02168 0.02055 0.01995 0.02113 0.02113 0.02055 0.01995 0.02055 0.01828 0.01676 0.01716 0.01754 0.01828 0.01828 0.01754 0.01863 0.01897]
 correct_O,[0.152 0.132 0.144 0.164 0.14  0.14  0.116 0.108 0.12  0.096 0.124 0.116 0.12  0.112 0.104 0.1   0.08  0.092 0.084 0.068],[0.02271 0.02141 0.0222  0.02342 0.02195 0.02195 0.02025 0.01963 0.02055 0.01863 0.02084 0.02025 0.02055 0.01995 0.01931 0.01897 0.01716 0.01828 0.01754 0.01592]
 correct_P,[0.272 0.268 0.312 0.308 0.316 0.312 0.328 0.368 0.344 0.344 0.364 0.364 0.336 0.376 0.396 0.4   0.38  0.376 0.348 0.38 ],[0.02814 0.02801 0.0293  0.0292  0.0294  0.0293  0.02969 0.0305  0.03004 0.03004 0.03043 0.03043 0.02987 0.03063 0.03093 0.03098 0.0307  0.03063 0.03013 0.0307 ]
 correct_T,[0.34  0.364 0.388 0.412 0.456 0.452 0.48  0.492 0.52  0.508 0.552 0.564 0.584 0.588 0.584 0.612 0.58  0.58  0.6   0.6  ],[0.02996 0.03043 0.03082 0.03113 0.0315  0.03148 0.0316  0.03162 0.0316  0.03162 0.03145 0.03136 0.03117 0.03113 0.03117 0.03082 0.03122 0.03122 0.03098 0.03098]
 p_confidence_C,[0.324 0.392 0.44  0.436 0.472 0.5   0.48  0.508 0.568 0.564 0.584 0.604 0.636 0.62  0.648 0.644 0.652 0.696 0.684 0.704],[0.0296  0.03088 0.03139 0.03136 0.03157 0.03162 0.0316  0.03162 0.03133 0.03136 0.03117 0.03093 0.03043 0.0307  0.03021 0.03028 0.03013 0.02909 0.0294  0.02887]
 p_confidence_D,[0.068 0.1   0.108 0.084 0.072 0.056 0.048 0.04  0.044 0.032 0.036 0.02  0.012 0.004 0.004 0.    0.    0.004 0.004 0.   ],[0.01592 0.01897 0.01963 0.01754 0.01635 0.01454 0.01352 0.01239 0.01297 0.01113 0.01178 0.00885 0.00689 0.00399 0.00399 0.      0.      0.00399 0.00399 0.     ]
 p_confidence_L,[0.104 0.064 0.12  0.136 0.12  0.112 0.128 0.128 0.12  0.112 0.12  0.092 0.076 0.08  0.084 0.092 0.092 0.084 0.096 0.1  ],[0.01931 0.01548 0.02055 0.02168 0.02055 0.01995 0.02113 0.02113 0.02055 0.01995 0.02055 0.01828 0.01676 0.01716 0.01754 0.01828 0.01828 0.01754 0.01863 0.01897]
 p_confidence_O,[0.152 0.132 0.144 0.164 0.14  0.14  0.116 0.108 0.12  0.096 0.124 0.116 0.12  0.112 0.104 0.1   0.08  0.092 0.084 0.068],[0.02271 0.02141 0.0222  0.02342 0.02195 0.02195 0.02025 0.01963 0.02055 0.01863 0.02084 0.02025 0.02055 0.01995 0.01931 0.01897 0.01716 0.01828 0.01754 0.01592]
 p_confidence_P,[0.272 0.268 0.312 0.308 0.316 0.312 0.328 0.368 0.344 0.344 0.364 0.364 0.336 0.376 0.396 0.4   0.38  0.376 0.348 0.38 ],[0.02814 0.02801 0.0293  0.0292  0.0294  0.0293  0.02969 0.0305  0.03004 0.03004 0.03043 0.03043 0.02987 0.03063 0.03093 0.03098 0.0307  0.03063 0.03013 0.0307 ]
 p_confidence_T,[0.34  0.364 0.388 0.412 0.456 0.452 0.48  0.492 0.52  0.508 0.552 0.564 0.584 0.588 0.584 0.612 0.58  0.58  0.6   0.6  ],[0.02996 0.03043 0.03082 0.03113 0.0315  0.03148 0.0316  0.03162 0.0316  0.03162 0.03145 0.03136 0.03117 0.03113 0.03117 0.03082 0.03122 0.03122 0.03098 0.03098]
