action_type, correct_C, correct_D, correct_L, correct_O, correct_P, correct_T, p_confidence_C, p_confidence_D, p_confidence_L, p_confidence_O, p_confidence_P, p_confidence_T
optimal,[0.42  0.576 0.7   0.756 0.804 0.88  0.928 0.964 0.968 0.976 0.98  0.984 0.992 0.992 0.992 0.996 0.996 0.996 0.996 0.992 0.996 0.996 0.996 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.116 0.188 0.244 0.348 0.392 0.472 0.496 0.588 0.624 0.656 0.66  0.664 0.684 0.744 0.736 0.756 0.788 0.784 0.784 0.78  0.76  0.776 0.792 0.812 0.852 0.864 0.872 0.884 0.892 0.892 0.888 0.888 0.888 0.884 0.9   0.892 0.896 0.904 0.9   0.892 0.9   0.908 0.912 0.916 0.92  0.928 0.932 0.924 0.928 0.94  0.944 0.948 0.956 0.948 0.956 0.956 0.948 0.948 0.948 0.952],[0.272 0.416 0.5   0.62  0.696 0.744 0.78  0.832 0.86  0.872 0.888 0.9   0.904 0.94  0.94  0.96  0.976 0.98  0.988 0.988 0.988 0.988 0.988 0.988 0.992 0.992 0.992 0.992 0.996 0.996 0.996 0.996 0.992 0.992 0.988 0.988 0.988 0.988 0.992 0.992 0.992 0.992 0.992 0.992 0.992 1.    0.996 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.348 0.42  0.512 0.584 0.66  0.728 0.768 0.8   0.84  0.876 0.884 0.888 0.904 0.912 0.928 0.932 0.932 0.94  0.948 0.952 0.952 0.964 0.96  0.968 0.972 0.976 0.984 0.988 0.992 0.992 0.984 0.984 0.984 0.984 0.984 0.984 0.988 0.988 0.992 0.988 0.992 0.996 0.996 0.996 0.996 1.    1.    0.996 0.996 0.996 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.392 0.588 0.732 0.82  0.888 0.908 0.956 0.98  0.972 0.976 0.992 0.996 1.    0.996 0.996 0.996 0.996 0.996 0.996 0.996 0.996 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.504 0.604 0.688 0.756 0.844 0.888 0.92  0.932 0.96  0.976 0.98  0.984 0.988 0.992 0.992 0.992 0.988 0.992 0.992 0.996 0.996 0.996 0.996 0.996 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.10859 0.21415 0.3314  0.4452  0.54169 0.65217 0.75096 0.82415 0.87042 0.89889 0.9198  0.93464 0.95055 0.96065 0.96572 0.97596 0.98065 0.98239 0.98488 0.98403 0.98749 0.98964 0.99202 0.99573 0.99694 0.99749 0.9975  0.99777 0.99805 0.99865 0.99931 0.99968 0.99982 0.99991 0.99995 0.99997 0.99998 0.99999 0.99999 0.99999 0.99999 0.99999 1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.     ],[0.03443 0.07865 0.12243 0.19153 0.24099 0.30483 0.34267 0.40785 0.45159 0.48302 0.50229 0.51976 0.5452  0.59924 0.61461 0.63839 0.66587 0.66712 0.66969 0.66914 0.66449 0.68401 0.70347 0.72436 0.758   0.77736 0.79088 0.80257 0.81281 0.82106 0.82449 0.8294  0.83532 0.83518 0.84688 0.8454  0.85022 0.85651 0.85863 0.85615 0.86073 0.86703 0.87249 0.87816 0.8832  0.89278 0.89706 0.89512 0.9003  0.90927 0.91489 0.92132 0.92719 0.92473 0.92986 0.9297  0.92569 0.92672 0.92822 0.93218],[0.06661 0.137   0.20691 0.30487 0.38659 0.46325 0.53271 0.61094 0.67194 0.7083  0.74082 0.76873 0.79467 0.83653 0.85267 0.88032 0.90121 0.91302 0.9273  0.93534 0.9434  0.95057 0.95753 0.96502 0.97237 0.97772 0.98059 0.98205 0.98563 0.98712 0.98818 0.98912 0.98792 0.98752 0.98571 0.98596 0.98588 0.98585 0.98952 0.99023 0.99091 0.99125 0.99139 0.99154 0.99165 0.99587 0.99415 0.99666 0.99814 0.99859 0.99886 0.99931 0.99945 0.99949 0.99949 0.99938 0.99926 0.99963 0.99985 0.99991],[0.08933 0.15802 0.24609 0.32606 0.41161 0.48986 0.54571 0.5914  0.64203 0.69296 0.73225 0.76201 0.78957 0.81358 0.83964 0.85348 0.86253 0.87827 0.89201 0.90093 0.90681 0.91799 0.92143 0.92938 0.93463 0.93919 0.94776 0.95796 0.96314 0.96671 0.96503 0.96771 0.97036 0.97167 0.97236 0.97279 0.97689 0.97847 0.98136 0.98096 0.98418 0.98679 0.98803 0.99051 0.99172 0.99462 0.9952  0.99332 0.99386 0.99375 0.99592 0.99831 0.99884 0.99893 0.99897 0.99906 0.99911 0.99928 0.99957 0.99972],[0.09577 0.20022 0.31859 0.42413 0.52775 0.60741 0.68931 0.75445 0.79546 0.83305 0.872   0.90085 0.92496 0.94282 0.95596 0.96451 0.97139 0.97688 0.98213 0.98487 0.98715 0.99167 0.99345 0.99487 0.99573 0.99682 0.99739 0.99798 0.99816 0.99847 0.99903 0.99928 0.99943 0.99957 0.99974 0.99982 0.99987 0.99992 0.99995 0.99996 0.99997 0.99997 0.99998 0.99999 0.99999 0.99999 0.99999 1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.     ],[0.13229 0.23906 0.36263 0.47241 0.57471 0.65435 0.72588 0.77419 0.82497 0.86453 0.89313 0.91687 0.93486 0.94885 0.9574  0.96327 0.96571 0.97193 0.97672 0.98273 0.98617 0.98833 0.98997 0.99104 0.99472 0.99668 0.99743 0.99771 0.99829 0.99868 0.99891 0.99903 0.99948 0.9996  0.99973 0.99978 0.99982 0.99983 0.99979 0.99981 0.99986 0.99988 0.99989 0.9999  0.99992 0.99994 0.99995 0.99996 0.99997 0.99998 0.99999 0.99999 0.99999 1.      1.      1.      1.      1.      1.      1.     ]
legible,[0.504 0.696 0.844 0.88  0.916 0.96  0.968 0.988 0.992 0.992 0.996 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.116 0.256 0.348 0.424 0.504 0.56  0.584 0.648 0.692 0.724 0.74  0.76  0.776 0.804 0.808 0.824 0.836 0.84  0.852 0.856 0.876 0.884 0.9   0.908 0.932 0.932 0.936 0.952 0.944 0.948 0.94  0.944 0.944 0.944 0.952 0.956 0.96  0.96  0.96  0.964 0.96  0.972 0.972 0.984 0.976 0.976 0.976 0.98  0.984 0.984 0.984 0.988 0.988 0.988 0.988 0.988 0.988 0.988 0.996 0.996],[0.336 0.504 0.612 0.712 0.788 0.832 0.864 0.892 0.912 0.94  0.956 0.968 0.964 0.968 0.968 0.976 0.98  0.984 0.992 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    0.996 0.996 0.996 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.388 0.488 0.584 0.684 0.732 0.808 0.848 0.872 0.896 0.916 0.932 0.94  0.944 0.944 0.972 0.964 0.968 0.968 0.976 0.98  0.984 0.984 0.988 0.992 0.996 0.996 0.996 0.992 0.992 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.396 0.64  0.796 0.856 0.892 0.924 0.964 0.98  0.984 0.988 0.992 0.996 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.52  0.636 0.756 0.82  0.9   0.932 0.96  0.964 0.98  0.988 0.988 0.988 0.992 0.996 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.   ],[0.13423 0.28087 0.44936 0.57564 0.68753 0.78679 0.85572 0.9037  0.9362  0.95621 0.97124 0.98108 0.98799 0.99179 0.99361 0.99568 0.99681 0.99758 0.99799 0.99815 0.99812 0.99858 0.99943 0.99977 0.99983 0.99986 0.99992 0.99995 0.99998 0.99999 0.99999 1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.     ],[0.03704 0.10495 0.17106 0.24098 0.3158  0.37758 0.42247 0.47771 0.52446 0.56147 0.59157 0.62075 0.64866 0.68158 0.70216 0.72489 0.74148 0.75282 0.76745 0.77562 0.79495 0.8076  0.82293 0.83473 0.85448 0.86129 0.86655 0.8784  0.87956 0.8868  0.88612 0.89326 0.89772 0.90121 0.90848 0.91454 0.92039 0.92095 0.92202 0.92517 0.92377 0.93619 0.94123 0.95181 0.94965 0.95269 0.95438 0.95974 0.96584 0.96894 0.97047 0.97402 0.97583 0.97634 0.97681 0.97862 0.98056 0.98139 0.9864  0.98767],[0.08113 0.16846 0.26489 0.36911 0.4699  0.55458 0.62483 0.68936 0.73768 0.77876 0.81765 0.8486  0.8703  0.89306 0.90753 0.92318 0.93364 0.94253 0.95494 0.96752 0.97464 0.98098 0.98538 0.989   0.99134 0.99281 0.99379 0.99444 0.99505 0.99571 0.99621 0.9964  0.99481 0.99526 0.99549 0.99785 0.9982  0.99878 0.99952 0.99967 0.99976 0.99985 0.99988 0.99991 0.99994 0.99994 0.99995 0.99996 0.99997 0.99997 0.99997 0.99997 0.99997 0.99996 0.99996 0.99996 0.99998 0.99998 0.99999 0.99999],[0.10157 0.18353 0.28202 0.38573 0.46829 0.55692 0.62921 0.68519 0.74037 0.78356 0.81578 0.84054 0.86096 0.88016 0.90824 0.91578 0.92647 0.93407 0.94198 0.94951 0.95603 0.96021 0.96733 0.97304 0.97798 0.98165 0.98572 0.98589 0.9866  0.99275 0.99433 0.99596 0.99646 0.99644 0.99677 0.99674 0.99686 0.99762 0.99864 0.99885 0.99885 0.99877 0.99879 0.99899 0.99905 0.99907 0.99915 0.99952 0.99975 0.99981 0.99991 0.99995 0.99997 0.99998 0.99998 0.99998 0.99998 0.99998 0.99998 0.99998],[0.09969 0.22355 0.35944 0.46697 0.56453 0.651   0.73461 0.80214 0.85164 0.88676 0.91625 0.93686 0.95623 0.96914 0.97687 0.98302 0.98757 0.99102 0.99349 0.9945  0.99596 0.99732 0.99834 0.99874 0.99913 0.99942 0.99956 0.99963 0.99979 0.99988 0.99994 0.99997 0.99997 0.99998 0.99998 0.99999 0.99999 0.99999 1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.     ],[0.13635 0.25263 0.3981  0.52174 0.63674 0.7187  0.7919  0.83832 0.88446 0.9178  0.93778 0.95231 0.96392 0.97449 0.98479 0.98934 0.99202 0.99412 0.99539 0.99714 0.99797 0.99858 0.99897 0.99909 0.99929 0.99972 0.99982 0.99988 0.9999  0.99992 0.99993 0.99997 0.99998 0.99998 0.99999 0.99999 0.99999 1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.     ]
