key,average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 p_confidence_P,0.0967,0.17292,0.26812,0.36548,0.444,0.51145,0.59064,0.65676,0.70659,0.7529,0.79829,0.83339,0.86749,0.88414,0.90537,0.91491,0.94053,0.95238,0.96063,0.96601,0.96978,0.97436,0.97874,0.98584,0.98884,0.99246,0.99341,0.99494,0.99577,0.99624,0.99702,0.99729,0.99772,0.99797,0.99812,0.99814,0.99812,0.99812,0.99848,0.99905,0.99937,0.99938,0.99938,0.99964,0.99973,0.99975,0.99976,0.99975,0.99979,0.99982,0.9998,0.99984,0.99993,0.99994,0.99992,0.99997,0.99998,0.99999,0.99999,1
 p_confidence_T,0.09949,0.17228,0.26178,0.34253,0.42179,0.50077,0.5721,0.62155,0.66594,0.71024,0.76202,0.81132,0.8442,0.86545,0.88521,0.90938,0.92608,0.93479,0.94377,0.95399,0.96153,0.96376,0.96694,0.96997,0.9738,0.97645,0.97946,0.98461,0.98776,0.98846,0.9874,0.98779,0.98878,0.99176,0.99526,0.99576,0.99737,0.99807,0.99867,0.99905,0.99936,0.9994,0.99931,0.99926,0.99927,0.99914,0.99947,0.99951,0.99973,0.99981,0.99978,0.99976,0.99987,0.99989,0.99989,0.99994,0.99995,0.99994,0.99993,0.99993
,std_err,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 correct_C,0.03057,0.03139,0.03152,0.03057,0.02969,0.02716,0.02471,0.02365,0.02168,0.02113,0.01995,0.01828,0.01502,0.01297,0.01297,0.01178,0.01113,0.00968,0.01043,0.00885,0.00794,0.00885,0.00689,0.00563,0.00689,0.00689,0.00563,0.00563,0.00563,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_D,0.02319,0.02801,0.0296,0.03088,0.03126,0.03162,0.03152,0.03136,0.03117,0.03063,0.03057,0.03028,0.02987,0.02978,0.02864,0.02801,0.02788,0.02814,0.0276,0.02585,0.02549,0.02549,0.02549,0.02549,0.02603,0.02603,0.02511,0.02451,0.02451,0.02471,0.0243,0.02271,0.02295,0.02295,0.02319,0.0222,0.02271,0.02246,0.02113,0.02168,0.02113,0.02084,0.02084,0.01995,0.01897,0.01863,0.01792,0.01754,0.01592,0.01676,0.01676,0.01676,0.01635,0.01635,0.01548,0.01548,0.01592,0.01592,0.01548,0.01548
 correct_L,0.03159,0.03129,0.0296,0.02864,0.0262,0.02409,0.02246,0.01963,0.01792,0.01676,0.01239,0.01043,0.01043,0.00885,0.00689,0.00563,0.00563,0.00399,0.00399,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_O,0.02387,0.02746,0.0296,0.0307,0.03108,0.03139,0.03152,0.03162,0.03162,0.03159,0.03148,0.03139,0.03152,0.03126,0.0307,0.0305,0.03036,0.02996,0.0293,0.02909,0.0284,0.02827,0.02774,0.0284,0.02814,0.0276,0.02774,0.02731,0.02716,0.02716,0.02746,0.02774,0.02746,0.02716,0.02716,0.02637,0.02585,0.02491,0.02342,0.02295,0.0222,0.0222,0.02246,0.0222,0.02195,0.02195,0.02113,0.0222,0.0222,0.02246,0.0222,0.02195,0.02195,0.02113,0.02113,0.02055,0.01995,0.01963,0.01863,0.01897
 correct_P,0.03113,0.03154,0.02996,0.02746,0.0253,0.0243,0.02113,0.01863,0.01716,0.01676,0.01548,0.01454,0.01297,0.01297,0.01113,0.01178,0.00689,0.00689,0.00689,0.00689,0.00689,0.00563,0.00563,0.00399,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_T,0.03076,0.03161,0.03108,0.02996,0.0284,0.02653,0.02491,0.0243,0.02271,0.02084,0.01897,0.01592,0.01454,0.01352,0.01297,0.00968,0.00885,0.00885,0.00885,0.00794,0.00689,0.00794,0.00794,0.00794,0.00689,0.00689,0.00689,0.00563,0.00399,0.00399,0.00563,0.00563,0.00563,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 p_confidence_C,0.00806,0.01198,0.01538,0.01824,0.02024,0.02048,0.02046,0.02085,0.02009,0.02003,0.01937,0.0181,0.01572,0.01402,0.01378,0.01276,0.01201,0.01091,0.01108,0.0096,0.00875,0.00922,0.00769,0.00663,0.00753,0.00743,0.0063,0.00603,0.00587,0.0046,0.00437,0.0044,0.00439,0.00444,0.00432,0.00413,0.00412,0.00412,0.00413,0.00415,0.00417,0.00114,0.00069,0.00051,0.00038,0.00036,0.00036,0.00039,0.00045,0.00052,0.00048,0.00046,0.00053,0.00065,0.00099,0.00142,0.00165,0.00085,0.0006,0.00028
 p_confidence_D,0.00615,0.01063,0.01498,0.01834,0.02045,0.0215,0.02221,0.02296,0.02341,0.02354,0.02421,0.02463,0.02482,0.02528,0.02469,0.02458,0.02501,0.02565,0.02544,0.02419,0.02406,0.02412,0.02412,0.02419,0.0247,0.02466,0.02389,0.02349,0.02358,0.02376,0.02344,0.02214,0.02231,0.0225,0.02276,0.02204,0.02242,0.02223,0.02104,0.02151,0.02104,0.02072,0.02073,0.01996,0.01907,0.01871,0.01804,0.01765,0.01636,0.01698,0.01706,0.01708,0.01663,0.01652,0.01573,0.01568,0.01599,0.01603,0.01575,0.01583
 p_confidence_L,8.28E-03,1.26E-02,1.58E-02,1.83E-02,1.93E-02,1.95E-02,1.95E-02,1.83E-02,1.75E-02,1.68E-02,1.37E-02,1.19E-02,1.17E-02,1.02E-02,8.56E-03,7.27E-03,6.88E-03,5.47E-03,5.10E-03,4.76E-03,2.91E-03,2.78E-03,2.77E-03,2.65E-03,2.40E-03,2.34E-03,2.37E-03,2.30E-03,2.20E-03,2.04E-03,1.96E-03,1.83E-03,1.70E-03,1.52E-03,1.49E-03,1.55E-03,1.51E-03,1.35E-03,1.30E-03,5.79E-04,5.50E-04,5.75E-04,2.14E-04,1.12E-04,6.19E-05,4.51E-05,3.91E-05,3.68E-05,5.24E-05,3.49E-05,2.68E-05,1.47E-05,1.06E-05,6.81E-06,5.34E-06,1.91E-06,1.19E-06,4.50E-07,3.53E-07,2.93E-07
 p_confidence_O,0.00684,0.0109,0.01415,0.01657,0.01824,0.01978,0.02143,0.02225,0.02293,0.02359,0.02419,0.02492,0.02587,0.02592,0.02579,0.02591,0.02632,0.02629,0.02614,0.02629,0.02581,0.02583,0.02555,0.02627,0.02609,0.02569,0.02595,0.02581,0.02581,0.02586,0.02616,0.02648,0.02628,0.02607,0.02603,0.02527,0.02485,0.02409,0.0229,0.02245,0.02186,0.02188,0.02212,0.02187,0.02167,0.02171,0.021,0.02189,0.0219,0.02213,0.02202,0.02175,0.02167,0.02097,0.02092,0.02046,0.01993,0.01965,0.01888,0.01905
 p_confidence_P,7.59E-03,1.10E-02,1.37E-02,1.56E-02,1.70E-02,1.83E-02,1.76E-02,1.69E-02,1.65E-02,1.65E-02,1.57E-02,1.50E-02,1.37E-02,1.35E-02,1.20E-02,1.23E-02,8.58E-03,7.93E-03,7.62E-03,7.54E-03,7.51E-03,6.66E-03,6.24E-03,4.54E-03,4.26E-03,1.76E-03,1.48E-03,1.18E-03,1.08E-03,9.83E-04,7.36E-04,8.45E-04,9.93E-04,1.03E-03,1.11E-03,1.23E-03,1.34E-03,1.40E-03,1.15E-03,6.26E-04,3.94E-04,3.94E-04,3.85E-04,1.58E-04,1.06E-04,9.93E-05,1.09E-04,1.28E-04,1.21E-04,1.31E-04,1.53E-04,1.17E-04,5.05E-05,4.74E-05,6.28E-05,2.24E-05,1.14E-05,5.66E-06,3.75E-06,3.13E-06
 p_confidence_T,8.21E-03,1.22E-02,1.54E-02,1.77E-02,1.91E-02,1.98E-02,2.03E-02,2.10E-02,2.05E-02,1.98E-02,1.85E-02,1.66E-02,1.54E-02,1.45E-02,1.38E-02,1.14E-02,1.04E-02,1.02E-02,9.90E-03,8.97E-03,8.04E-03,8.45E-03,8.29E-03,8.17E-03,7.39E-03,7.24E-03,7.09E-03,5.91E-03,4.74E-03,4.67E-03,5.74E-03,5.73E-03,5.69E-03,4.34E-03,1.95E-03,1.78E-03,1.01E-03,7.40E-04,4.84E-04,3.84E-04,2.99E-04,3.45E-04,4.62E-04,5.39E-04,5.33E-04,6.41E-04,2.96E-04,2.35E-04,1.27E-04,1.25E-04,1.65E-04,1.98E-04,9.15E-05,6.79E-05,6.22E-05,3.16E-05,3.03E-05,4.35E-05,5.34E-05,5.75E-05
