key,average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 correct_C,0.504,0.696,0.844,0.88,0.916,0.96,0.968,0.988,0.992,0.992,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_D,0.116,0.256,0.348,0.424,0.504,0.56,0.584,0.648,0.692,0.724,0.74,0.76,0.776,0.804,0.808,0.824,0.836,0.84,0.852,0.856,0.876,0.884,0.9,0.908,0.932,0.932,0.936,0.952,0.944,0.948,0.94,0.944,0.944,0.944,0.952,0.956,0.96,0.96,0.96,0.964,0.96,0.972,0.972,0.984,0.976,0.976,0.976,0.98,0.984,0.984,0.984,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.996,0.996
 correct_L,0.336,0.504,0.612,0.712,0.788,0.832,0.864,0.892,0.912,0.94,0.956,0.968,0.964,0.968,0.968,0.976,0.98,0.984,0.992,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_O,0.388,0.488,0.584,0.684,0.732,0.808,0.848,0.872,0.896,0.916,0.932,0.94,0.944,0.944,0.972,0.964,0.968,0.968,0.976,0.98,0.984,0.984,0.988,0.992,0.996,0.996,0.996,0.992,0.992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_P,0.396,0.64,0.796,0.856,0.892,0.924,0.964,0.98,0.984,0.988,0.992,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_T,0.52,0.636,0.756,0.82,0.9,0.932,0.96,0.964,0.98,0.988,0.988,0.988,0.992,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 p_confidence_C,0.13423,0.28087,0.44936,0.57564,0.68753,0.78679,0.85572,0.9037,0.9362,0.95621,0.97124,0.98108,0.98799,0.99179,0.99361,0.99568,0.99681,0.99758,0.99799,0.99815,0.99812,0.99858,0.99943,0.99977,0.99983,0.99986,0.99992,0.99995,0.99998,0.99999,0.99999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 p_confidence_D,0.03704,0.10495,0.17106,0.24098,0.3158,0.37758,0.42247,0.47771,0.52446,0.56147,0.59157,0.62075,0.64866,0.68158,0.70216,0.72489,0.74148,0.75282,0.76745,0.77562,0.79495,0.8076,0.82293,0.83473,0.85448,0.86129,0.86655,0.8784,0.87956,0.8868,0.88612,0.89326,0.89772,0.90121,0.90848,0.91454,0.92039,0.92095,0.92202,0.92517,0.92377,0.93619,0.94123,0.95181,0.94965,0.95269,0.95438,0.95974,0.96584,0.96894,0.97047,0.97403,0.97583,0.97634,0.97681,0.97862,0.98056,0.98139,0.9864,0.98767
 p_confidence_L,0.08113,0.16846,0.26489,0.36911,0.4699,0.55458,0.62483,0.68936,0.73768,0.77876,0.81765,0.8486,0.87029,0.89306,0.90753,0.92318,0.93364,0.94253,0.95494,0.96752,0.97464,0.98098,0.98538,0.989,0.99134,0.99281,0.9938,0.99444,0.99505,0.99571,0.99621,0.9964,0.99481,0.99526,0.99549,0.99785,0.9982,0.99879,0.99952,0.99967,0.99976,0.99985,0.99988,0.99991,0.99994,0.99995,0.99995,0.99996,0.99997,0.99997,0.99997,0.99997,0.99997,0.99996,0.99996,0.99997,0.99998,0.99998,0.99999,0.99999
 p_confidence_O,0.10157,0.18353,0.28202,0.38573,0.46829,0.55692,0.62921,0.68519,0.74037,0.78356,0.81578,0.84054,0.86096,0.88016,0.90824,0.91578,0.92647,0.93407,0.94198,0.94951,0.95603,0.96021,0.96733,0.97304,0.97798,0.98165,0.98572,0.98589,0.9866,0.99275,0.99433,0.99596,0.99647,0.99644,0.99677,0.99674,0.99686,0.99762,0.99864,0.99885,0.99885,0.99877,0.99879,0.99899,0.99905,0.99908,0.99915,0.99952,0.99975,0.99981,0.99991,0.99995,0.99997,0.99998,0.99998,0.99998,0.99998,0.99998,0.99998,0.99998
