key,average,std_err
 correct_C,[0.296 0.284 0.288 0.296 0.3   0.312 0.264 0.268 0.296 0.26  0.292 0.296 0.328 0.332 0.304 0.28  0.268 0.312 0.3   0.324],[0.02887 0.02852 0.02864 0.02887 0.02898 0.0293  0.02788 0.02801 0.02887 0.02774 0.02876 0.02887 0.02969 0.02978 0.02909 0.0284  0.02801 0.0293  0.02898 0.0296 ]
 correct_D,[0.064 0.1   0.08  0.104 0.056 0.072 0.056 0.056 0.044 0.048 0.036 0.024 0.02  0.02  0.024 0.008 0.012 0.012 0.008 0.008],[0.01548 0.01897 0.01716 0.01931 0.01454 0.01635 0.01454 0.01454 0.01297 0.01352 0.01178 0.00968 0.00885 0.00885 0.00968 0.00563 0.00689 0.00689 0.00563 0.00563]
 correct_L,[0.268 0.324 0.376 0.372 0.424 0.464 0.504 0.492 0.488 0.508 0.548 0.54  0.556 0.588 0.56  0.592 0.6   0.6   0.592 0.58 ],[0.02801 0.0296  0.03063 0.03057 0.03126 0.03154 0.03162 0.03162 0.03161 0.03162 0.03148 0.03152 0.03142 0.03113 0.03139 0.03108 0.03098 0.03098 0.03108 0.03122]
 correct_O,[0.112 0.12  0.088 0.088 0.068 0.068 0.052 0.032 0.04  0.032 0.024 0.02  0.016 0.012 0.016 0.008 0.008 0.004 0.008 0.008],[0.01995 0.02055 0.01792 0.01792 0.01592 0.01592 0.01404 0.01113 0.01239 0.01113 0.00968 0.00885 0.00794 0.00689 0.00794 0.00563 0.00563 0.00399 0.00563 0.00563]
 correct_P,[0.2   0.276 0.288 0.284 0.344 0.368 0.412 0.424 0.436 0.42  0.42  0.448 0.48  0.472 0.48  0.5   0.508 0.54  0.56  0.54 ],[0.0253  0.02827 0.02864 0.02852 0.03004 0.0305  0.03113 0.03126 0.03136 0.03122 0.03122 0.03145 0.0316  0.03157 0.0316  0.03162 0.03162 0.03152 0.03139 0.03152]
 correct_T,[0.168 0.256 0.312 0.3   0.316 0.34  0.308 0.328 0.308 0.284 0.28  0.344 0.328 0.32  0.316 0.332 0.348 0.376 0.404 0.404],[0.02365 0.0276  0.0293  0.02898 0.0294  0.02996 0.0292  0.02969 0.0292  0.02852 0.0284  0.03004 0.02969 0.0295  0.0294  0.02978 0.03013 0.03063 0.03103 0.03103]
 p_confidence_C,[0.296 0.284 0.288 0.296 0.3   0.312 0.264 0.268 0.296 0.26  0.292 0.296 0.328 0.332 0.304 0.28  0.268 0.312 0.3   0.324],[0.02887 0.02852 0.02864 0.02887 0.02898 0.0293  0.02788 0.02801 0.02887 0.02774 0.02876 0.02887 0.02969 0.02978 0.02909 0.0284  0.02801 0.0293  0.02898 0.0296 ]
 p_confidence_D,[0.064 0.1   0.08  0.104 0.056 0.072 0.056 0.056 0.044 0.048 0.036 0.024 0.02  0.02  0.024 0.008 0.012 0.012 0.008 0.008],[0.01548 0.01897 0.01716 0.01931 0.01454 0.01635 0.01454 0.01454 0.01297 0.01352 0.01178 0.00968 0.00885 0.00885 0.00968 0.00563 0.00689 0.00689 0.00563 0.00563]
 p_confidence_L,[0.268 0.324 0.376 0.372 0.424 0.464 0.504 0.492 0.488 0.508 0.548 0.54  0.556 0.588 0.56  0.592 0.6   0.6   0.592 0.58 ],[0.02801 0.0296  0.03063 0.03057 0.03126 0.03154 0.03162 0.03162 0.03161 0.03162 0.03148 0.03152 0.03142 0.03113 0.03139 0.03108 0.03098 0.03098 0.03108 0.03122]
 p_confidence_O,[0.112 0.12  0.088 0.088 0.068 0.068 0.052 0.032 0.04  0.032 0.024 0.02  0.016 0.012 0.016 0.008 0.008 0.004 0.008 0.008],[0.01995 0.02055 0.01792 0.01792 0.01592 0.01592 0.01404 0.01113 0.01239 0.01113 0.00968 0.00885 0.00794 0.00689 0.00794 0.00563 0.00563 0.00399 0.00563 0.00563]
 p_confidence_P,[0.2   0.276 0.288 0.284 0.344 0.368 0.412 0.424 0.436 0.42  0.42  0.448 0.48  0.472 0.48  0.5   0.508 0.54  0.56  0.54 ],[0.0253  0.02827 0.02864 0.02852 0.03004 0.0305  0.03113 0.03126 0.03136 0.03122 0.03122 0.03145 0.0316  0.03157 0.0316  0.03162 0.03162 0.03152 0.03139 0.03152]
 p_confidence_T,[0.168 0.256 0.312 0.3   0.316 0.34  0.308 0.328 0.308 0.284 0.28  0.344 0.328 0.32  0.316 0.332 0.348 0.376 0.404 0.404],[0.02365 0.0276  0.0293  0.02898 0.0294  0.02996 0.0292  0.02969 0.0292  0.02852 0.0284  0.03004 0.02969 0.0295  0.0294  0.02978 0.03013 0.03063 0.03103 0.03103]
