key,average,std_err
 correct_C,[0.16  0.136 0.096 0.084 0.072 0.088 0.084 0.088 0.072 0.072 0.064 0.04  0.044 0.052 0.048 0.032 0.028 0.024 0.02  0.024],[0.02319 0.02168 0.01863 0.01754 0.01635 0.01792 0.01754 0.01792 0.01635 0.01635 0.01548 0.01239 0.01297 0.01404 0.01352 0.01113 0.01043 0.00968 0.00885 0.00968]
 correct_D,[0.136 0.168 0.172 0.152 0.12  0.132 0.136 0.108 0.108 0.092 0.08  0.052 0.06  0.052 0.044 0.032 0.024 0.024 0.028 0.012],[0.02168 0.02365 0.02387 0.02271 0.02055 0.02141 0.02168 0.01963 0.01963 0.01828 0.01716 0.01404 0.01502 0.01404 0.01297 0.01113 0.00968 0.00968 0.01043 0.00689]
 correct_L,[0.388 0.304 0.34  0.38  0.404 0.416 0.436 0.46  0.452 0.46  0.456 0.468 0.44  0.428 0.472 0.432 0.416 0.432 0.424 0.412],[0.03082 0.02909 0.02996 0.0307  0.03103 0.03117 0.03136 0.03152 0.03148 0.03152 0.0315  0.03156 0.03139 0.03129 0.03157 0.03133 0.03117 0.03133 0.03126 0.03113]
 correct_O,[0.232 0.38  0.452 0.512 0.532 0.608 0.624 0.636 0.64  0.7   0.72  0.74  0.768 0.784 0.792 0.8   0.816 0.82  0.864 0.868],[0.0267  0.0307  0.03148 0.03161 0.03156 0.03088 0.03063 0.03043 0.03036 0.02898 0.0284  0.02774 0.0267  0.02603 0.02567 0.0253  0.02451 0.0243  0.02168 0.02141]
 correct_P,[0.108 0.112 0.108 0.084 0.076 0.088 0.072 0.068 0.072 0.056 0.076 0.06  0.06  0.064 0.052 0.048 0.048 0.04  0.04  0.04 ],[0.01963 0.01995 0.01963 0.01754 0.01676 0.01792 0.01635 0.01592 0.01635 0.01454 0.01676 0.01502 0.01502 0.01548 0.01404 0.01352 0.01352 0.01239 0.01239 0.01239]
 correct_T,[0.304 0.288 0.26  0.304 0.288 0.272 0.276 0.316 0.32  0.32  0.34  0.316 0.328 0.32  0.32  0.356 0.344 0.336 0.308 0.336],[0.02909 0.02864 0.02774 0.02909 0.02864 0.02814 0.02827 0.0294  0.0295  0.0295  0.02996 0.0294  0.02969 0.0295  0.0295  0.03028 0.03004 0.02987 0.0292  0.02987]
 p_confidence_C,[0.16  0.136 0.096 0.084 0.072 0.088 0.084 0.088 0.072 0.072 0.064 0.04  0.044 0.052 0.048 0.032 0.028 0.024 0.02  0.024],[0.02319 0.02168 0.01863 0.01754 0.01635 0.01792 0.01754 0.01792 0.01635 0.01635 0.01548 0.01239 0.01297 0.01404 0.01352 0.01113 0.01043 0.00968 0.00885 0.00968]
 p_confidence_D,[0.136 0.168 0.172 0.152 0.12  0.132 0.136 0.108 0.108 0.092 0.08  0.052 0.06  0.052 0.044 0.032 0.024 0.024 0.028 0.012],[0.02168 0.02365 0.02387 0.02271 0.02055 0.02141 0.02168 0.01963 0.01963 0.01828 0.01716 0.01404 0.01502 0.01404 0.01297 0.01113 0.00968 0.00968 0.01043 0.00689]
 p_confidence_L,[0.388 0.304 0.34  0.38  0.404 0.416 0.436 0.46  0.452 0.46  0.456 0.468 0.44  0.428 0.472 0.432 0.416 0.432 0.424 0.412],[0.03082 0.02909 0.02996 0.0307  0.03103 0.03117 0.03136 0.03152 0.03148 0.03152 0.0315  0.03156 0.03139 0.03129 0.03157 0.03133 0.03117 0.03133 0.03126 0.03113]
 p_confidence_O,[0.232 0.38  0.452 0.512 0.532 0.608 0.624 0.636 0.64  0.7   0.72  0.74  0.768 0.784 0.792 0.8   0.816 0.82  0.864 0.868],[0.0267  0.0307  0.03148 0.03161 0.03156 0.03088 0.03063 0.03043 0.03036 0.02898 0.0284  0.02774 0.0267  0.02603 0.02567 0.0253  0.02451 0.0243  0.02168 0.02141]
 p_confidence_P,[0.108 0.112 0.108 0.084 0.076 0.088 0.072 0.068 0.072 0.056 0.076 0.06  0.06  0.064 0.052 0.048 0.048 0.04  0.04  0.04 ],[0.01963 0.01995 0.01963 0.01754 0.01676 0.01792 0.01635 0.01592 0.01635 0.01454 0.01676 0.01502 0.01502 0.01548 0.01404 0.01352 0.01352 0.01239 0.01239 0.01239]
 p_confidence_T,[0.304 0.288 0.26  0.304 0.288 0.272 0.276 0.316 0.32  0.32  0.34  0.316 0.328 0.32  0.32  0.356 0.344 0.336 0.308 0.336],[0.02909 0.02864 0.02774 0.02909 0.02864 0.02814 0.02827 0.0294  0.0295  0.0295  0.02996 0.0294  0.02969 0.0295  0.0295  0.03028 0.03004 0.02987 0.0292  0.02987]
