key,average,std_err
 correct_C,[0.176 0.2   0.256 0.284 0.336 0.352 0.38  0.404 0.48  0.524 0.64  0.756 0.804 0.804 0.836 0.86  0.872 0.884 0.952 0.952],[0.02409 0.0253  0.0276  0.02852 0.02987 0.03021 0.0307  0.03103 0.0316  0.03159 0.03036 0.02716 0.02511 0.02511 0.02342 0.02195 0.02113 0.02025 0.01352 0.01352]
 correct_D,[0.244 0.292 0.368 0.4   0.412 0.432 0.468 0.496 0.512 0.572 0.64  0.704 0.764 0.808 0.836 0.836 0.908 0.924 0.924 0.94 ],[0.02716 0.02876 0.0305  0.03098 0.03113 0.03133 0.03156 0.03162 0.03161 0.03129 0.03036 0.02887 0.02686 0.02491 0.02342 0.02342 0.01828 0.01676 0.01676 0.01502]
 correct_L,[0.352 0.364 0.38  0.4   0.48  0.508 0.528 0.544 0.692 0.724 0.788 0.844 0.848 0.892 0.924 0.956 0.956 0.956 0.956 0.956],[0.03021 0.03043 0.0307  0.03098 0.0316  0.03162 0.03157 0.0315  0.0292  0.02827 0.02585 0.02295 0.02271 0.01963 0.01676 0.01297 0.01297 0.01297 0.01297 0.01297]
 correct_O,[0.14  0.192 0.248 0.304 0.348 0.364 0.432 0.484 0.548 0.58  0.672 0.68  0.784 0.852 0.892 0.92  0.948 0.952 0.956 0.956],[0.02195 0.02491 0.02731 0.02909 0.03013 0.03043 0.03133 0.03161 0.03148 0.03122 0.02969 0.0295  0.02603 0.02246 0.01963 0.01716 0.01404 0.01352 0.01297 0.01297]
 correct_P,[0.108 0.124 0.188 0.212 0.272 0.328 0.368 0.46  0.524 0.592 0.612 0.672 0.752 0.784 0.844 0.904 0.916 0.916 0.952 0.952],[0.01963 0.02084 0.02471 0.02585 0.02814 0.02969 0.0305  0.03152 0.03159 0.03108 0.03082 0.02969 0.02731 0.02603 0.02295 0.01863 0.01754 0.01754 0.01352 0.01352]
 correct_T,[0.164 0.16  0.232 0.264 0.304 0.332 0.36  0.416 0.504 0.592 0.592 0.692 0.78  0.792 0.848 0.88  0.948 0.948 0.96  0.96 ],[0.02342 0.02319 0.0267  0.02788 0.02909 0.02978 0.03036 0.03117 0.03162 0.03108 0.03108 0.0292  0.0262  0.02567 0.02271 0.02055 0.01404 0.01404 0.01239 0.01239]
 p_confidence_C,[0.176 0.2   0.256 0.284 0.336 0.352 0.38  0.404 0.48  0.524 0.64  0.756 0.804 0.804 0.836 0.86  0.872 0.884 0.952 0.952],[0.02409 0.0253  0.0276  0.02852 0.02987 0.03021 0.0307  0.03103 0.0316  0.03159 0.03036 0.02716 0.02511 0.02511 0.02342 0.02195 0.02113 0.02025 0.01352 0.01352]
 p_confidence_D,[0.244 0.292 0.368 0.4   0.412 0.432 0.468 0.496 0.512 0.572 0.64  0.704 0.764 0.808 0.836 0.836 0.908 0.924 0.924 0.94 ],[0.02716 0.02876 0.0305  0.03098 0.03113 0.03133 0.03156 0.03162 0.03161 0.03129 0.03036 0.02887 0.02686 0.02491 0.02342 0.02342 0.01828 0.01676 0.01676 0.01502]
 p_confidence_L,[0.352 0.364 0.38  0.4   0.48  0.508 0.528 0.544 0.692 0.724 0.788 0.844 0.848 0.892 0.924 0.956 0.956 0.956 0.956 0.956],[0.03021 0.03043 0.0307  0.03098 0.0316  0.03162 0.03157 0.0315  0.0292  0.02827 0.02585 0.02295 0.02271 0.01963 0.01676 0.01297 0.01297 0.01297 0.01297 0.01297]
 p_confidence_O,[0.14  0.192 0.248 0.304 0.348 0.364 0.432 0.484 0.548 0.58  0.672 0.68  0.784 0.852 0.892 0.92  0.948 0.952 0.956 0.956],[0.02195 0.02491 0.02731 0.02909 0.03013 0.03043 0.03133 0.03161 0.03148 0.03122 0.02969 0.0295  0.02603 0.02246 0.01963 0.01716 0.01404 0.01352 0.01297 0.01297]
 p_confidence_P,[0.108 0.124 0.188 0.212 0.272 0.328 0.368 0.46  0.524 0.592 0.612 0.672 0.752 0.784 0.844 0.904 0.916 0.916 0.952 0.952],[0.01963 0.02084 0.02471 0.02585 0.02814 0.02969 0.0305  0.03152 0.03159 0.03108 0.03082 0.02969 0.02731 0.02603 0.02295 0.01863 0.01754 0.01754 0.01352 0.01352]
 p_confidence_T,[0.164 0.16  0.232 0.264 0.304 0.332 0.36  0.416 0.504 0.592 0.592 0.692 0.78  0.792 0.848 0.88  0.948 0.948 0.96  0.96 ],[0.02342 0.02319 0.0267  0.02788 0.02909 0.02978 0.03036 0.03117 0.03162 0.03108 0.03108 0.0292  0.0262  0.02567 0.02271 0.02055 0.01404 0.01404 0.01239 0.01239]
