key,average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 correct_C,0.46,0.5,0.568,0.664,0.82,0.888,0.948,0.948,0.972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_D,0.14,0.184,0.284,0.344,0.404,0.46,0.544,0.588,0.68,0.732,0.816,0.856,0.856,0.86,0.92,0.956,0.956,0.972,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.988,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
 correct_L,0.4,0.452,0.612,0.68,0.704,0.764,0.804,0.848,0.872,0.912,0.948,0.964,0.964,0.964,0.98,0.98,0.98,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_O,0.408,0.452,0.464,0.48,0.528,0.592,0.636,0.736,0.752,0.816,0.904,0.968,0.968,0.968,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_P,0.42,0.508,0.632,0.664,0.732,0.828,0.856,0.872,0.92,0.924,0.94,0.972,0.992,0.992,0.992,0.992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_T,0.484,0.496,0.612,0.664,0.768,0.848,0.908,0.928,0.932,0.944,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 p_confidence_C,0.12312,0.22493,0.34731,0.47407,0.62891,0.74324,0.8398,0.89278,0.93406,0.96934,0.98365,0.98968,0.99203,0.99334,0.99439,0.99514,0.99577,0.99632,0.99681,0.99724,0.99762,0.99795,0.99824,0.99849,0.99871,0.9989,0.99906,0.9992,0.99932,0.99942,0.9995,0.99958,0.99964,0.99969,0.99974,0.99978,0.99981,0.99984,0.99986,0.99988
 p_confidence_D,0.04148,0.0924,0.17207,0.23154,0.2963,0.35636,0.46005,0.54153,0.62344,0.69117,0.77116,0.82037,0.83087,0.84372,0.88542,0.92213,0.93889,0.95318,0.96933,0.97561,0.9768,0.97696,0.97687,0.97667,0.97645,0.97621,0.97597,0.97572,0.97279,0.97259,0.9724,0.9722,0.97199,0.97178,0.97156,0.97134,0.97112,0.97089,0.97066,0.97042
 p_confidence_L,0.09417,0.15472,0.2767,0.37722,0.46069,0.556,0.64001,0.70968,0.7676,0.82836,0.87891,0.90849,0.92453,0.93748,0.95834,0.96713,0.97273,0.9824,0.98524,0.98676,0.98785,0.98867,0.98933,0.98987,0.99028,0.99429,0.99506,0.99575,0.99637,0.99691,0.99738,0.99778,0.99812,0.99841,0.99866,0.99886,0.99903,0.99917,0.99929,0.99939
 p_confidence_O,0.1089,0.18975,0.27148,0.34688,0.42257,0.50153,0.56506,0.65624,0.70656,0.77155,0.85545,0.92726,0.95015,0.95978,0.97124,0.98738,0.99443,0.99686,0.9981,0.9986,0.99885,0.99903,0.99917,0.99928,0.99938,0.99946,0.99953,0.9996,0.99965,0.9997,0.99974,0.99977,0.9998,0.99983,0.99985,0.99987,0.99989,0.9999,0.99991,0.99993
 p_confidence_P,0.10758,0.205,0.33701,0.4328,0.53753,0.64804,0.72781,0.78216,0.83581,0.86679,0.89856,0.93251,0.95566,0.96966,0.97881,0.9837,0.99095,0.99334,0.99487,0.99598,0.99686,0.99754,0.99807,0.99849,0.99883,0.9991,0.9993,0.99946,0.99958,0.99967,0.99974,0.9998,0.99984,0.99988,0.9999,0.99992,0.99994,0.99995,0.99996,0.99996
 p_confidence_T,0.1208,0.20056,0.33769,0.45294,0.57234,0.67824,0.7621,0.82134,0.8552,0.88905,0.92174,0.9496,0.95785,0.96188,0.96656,0.97095,0.97335,0.97503,0.97627,0.98674,0.98823,0.98953,0.99071,0.99178,0.99275,0.99361,0.9944,0.99509,0.99572,0.99626,0.99675,0.99717,0.99753,0.99785,0.99813,0.99837,0.99858,0.99876,0.99891,0.99905
,std_err,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 correct_C,0.03152,0.03162,0.03133,0.02987,0.0243,0.01995,0.01404,0.01404,0.01043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_D,0.02195,0.02451,0.02852,0.03004,0.03103,0.03152,0.0315,0.03113,0.0295,0.02801,0.02451,0.0222,0.0222,0.02195,0.01716,0.01297,0.01297,0.01043,0.00689,0.00689,0.00689,0.00689,0.00689,0.00689,0.00689,0.00689,0.00689,0.00689,0.00885,0.00885,0.00885,0.00885,0.00885,0.00885,0.00885,0.00885,0.00885,0.00885,0.00885,0.00885
 correct_L,0.03098,0.03148,0.03082,0.0295,0.02887,0.02686,0.02511,0.02271,0.02113,0.01792,0.01404,0.01178,0.01178,0.01178,0.00885,0.00885,0.00885,0.00563,0.00563,0.00563,0.00563,0.00563,0.00563,0.00563,0.00563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_O,0.03108,0.03148,0.03154,0.0316,0.03157,0.03108,0.03043,0.02788,0.02731,0.02451,0.01863,0.01113,0.01113,0.01113,0.00885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_P,0.03122,0.03162,0.0305,0.02987,0.02801,0.02387,0.0222,0.02113,0.01716,0.01676,0.01502,0.01043,0.00563,0.00563,0.00563,0.00563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_T,0.03161,0.03162,0.03082,0.02987,0.0267,0.02271,0.01828,0.01635,0.01592,0.01454,0.01239,0.00885,0.00885,0.00885,0.00885,0.00885,0.00885,0.00885,0.00885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 p_confidence_C,8.76E-03,1.60E-02,2.17E-02,2.42E-02,2.24E-02,2.02E-02,1.63E-02,1.50E-02,1.18E-02,5.94E-03,4.06E-03,3.37E-03,3.01E-03,2.70E-03,2.40E-03,2.13E-03,1.88E-03,1.65E-03,1.44E-03,1.25E-03,1.08E-03,9.37E-04,8.06E-04,6.93E-04,5.94E-04,5.08E-04,4.35E-04,3.71E-04,3.17E-04,2.70E-04,2.30E-04,1.96E-04,1.67E-04,1.42E-04,1.21E-04,1.03E-04,8.81E-05,7.50E-05,6.39E-05,5.45E-05
 p_confidence_D,0.0066,0.01293,0.01882,0.02217,0.02483,0.02672,0.02788,0.02929,0.02825,0.02716,0.0241,0.02231,0.02231,0.02193,0.01788,0.01441,0.01346,0.01155,0.00846,0.00795,0.00797,0.008,0.00804,0.00808,0.00812,0.00816,0.0082,0.00825,0.00927,0.00929,0.00932,0.00934,0.00936,0.00939,0.00941,0.00944,0.00946,0.00949,0.00952,0.00955
