key,average,std_err
 correct_C,[0.296 0.304 0.352 0.36  0.408 0.412 0.5   0.512 0.576 0.588 0.676 0.692 0.76  0.876 0.916 0.944 0.944 0.944 0.944 0.944],[0.02887 0.02909 0.03021 0.03036 0.03108 0.03113 0.03162 0.03161 0.03126 0.03113 0.0296  0.0292  0.02701 0.02084 0.01754 0.01454 0.01454 0.01454 0.01454 0.01454]
 correct_D,[0.064 0.084 0.1   0.132 0.132 0.156 0.188 0.2   0.312 0.328 0.376 0.472 0.472 0.592 0.648 0.648 0.7   0.748 0.82  0.84 ],[0.01548 0.01754 0.01897 0.02141 0.02141 0.02295 0.02471 0.0253  0.0293  0.02969 0.03063 0.03157 0.03157 0.03108 0.03021 0.03021 0.02898 0.02746 0.0243  0.02319]
 correct_L,[0.268 0.332 0.352 0.38  0.404 0.428 0.48  0.5   0.592 0.648 0.732 0.772 0.836 0.904 0.904 0.936 0.936 0.944 0.944 0.944],[0.02801 0.02978 0.03021 0.0307  0.03103 0.03129 0.0316  0.03162 0.03108 0.03021 0.02801 0.02653 0.02342 0.01863 0.01863 0.01548 0.01548 0.01454 0.01454 0.01454]
 correct_O,[0.112 0.112 0.116 0.116 0.132 0.16  0.176 0.2   0.244 0.276 0.332 0.416 0.416 0.52  0.548 0.608 0.608 0.732 0.796 0.796],[0.01995 0.01995 0.02025 0.02025 0.02141 0.02319 0.02409 0.0253  0.02716 0.02827 0.02978 0.03117 0.03117 0.0316  0.03148 0.03088 0.03088 0.02801 0.02549 0.02549]
 correct_P,[0.2   0.212 0.256 0.272 0.348 0.368 0.428 0.456 0.528 0.64  0.72  0.74  0.76  0.82  0.856 0.888 0.92  0.928 0.928 0.928],[0.0253  0.02585 0.0276  0.02814 0.03013 0.0305  0.03129 0.0315  0.03157 0.03036 0.0284  0.02774 0.02701 0.0243  0.0222  0.01995 0.01716 0.01635 0.01635 0.01635]
 correct_T,[0.152 0.184 0.264 0.312 0.384 0.424 0.472 0.484 0.516 0.552 0.592 0.672 0.728 0.82  0.824 0.888 0.888 0.9   0.944 0.944],[0.02271 0.02451 0.02788 0.0293  0.03076 0.03126 0.03157 0.03161 0.03161 0.03145 0.03108 0.02969 0.02814 0.0243  0.02409 0.01995 0.01995 0.01897 0.01454 0.01454]
 p_confidence_C,[0.296 0.304 0.352 0.36  0.408 0.412 0.5   0.512 0.576 0.588 0.676 0.692 0.76  0.876 0.916 0.944 0.944 0.944 0.944 0.944],[0.02887 0.02909 0.03021 0.03036 0.03108 0.03113 0.03162 0.03161 0.03126 0.03113 0.0296  0.0292  0.02701 0.02084 0.01754 0.01454 0.01454 0.01454 0.01454 0.01454]
 p_confidence_D,[0.064 0.084 0.1   0.132 0.132 0.156 0.188 0.2   0.312 0.328 0.376 0.472 0.472 0.592 0.648 0.648 0.7   0.748 0.82  0.84 ],[0.01548 0.01754 0.01897 0.02141 0.02141 0.02295 0.02471 0.0253  0.0293  0.02969 0.03063 0.03157 0.03157 0.03108 0.03021 0.03021 0.02898 0.02746 0.0243  0.02319]
 p_confidence_L,[0.268 0.332 0.352 0.38  0.404 0.428 0.48  0.5   0.592 0.648 0.732 0.772 0.836 0.904 0.904 0.936 0.936 0.944 0.944 0.944],[0.02801 0.02978 0.03021 0.0307  0.03103 0.03129 0.0316  0.03162 0.03108 0.03021 0.02801 0.02653 0.02342 0.01863 0.01863 0.01548 0.01548 0.01454 0.01454 0.01454]
 p_confidence_O,[0.112 0.112 0.116 0.116 0.132 0.16  0.176 0.2   0.244 0.276 0.332 0.416 0.416 0.52  0.548 0.608 0.608 0.732 0.796 0.796],[0.01995 0.01995 0.02025 0.02025 0.02141 0.02319 0.02409 0.0253  0.02716 0.02827 0.02978 0.03117 0.03117 0.0316  0.03148 0.03088 0.03088 0.02801 0.02549 0.02549]
 p_confidence_P,[0.2   0.212 0.256 0.272 0.348 0.368 0.428 0.456 0.528 0.64  0.72  0.74  0.76  0.82  0.856 0.888 0.92  0.928 0.928 0.928],[0.0253  0.02585 0.0276  0.02814 0.03013 0.0305  0.03129 0.0315  0.03157 0.03036 0.0284  0.02774 0.02701 0.0243  0.0222  0.01995 0.01716 0.01635 0.01635 0.01635]
 p_confidence_T,[0.152 0.184 0.264 0.312 0.384 0.424 0.472 0.484 0.516 0.552 0.592 0.672 0.728 0.82  0.824 0.888 0.888 0.9   0.944 0.944],[0.02271 0.02451 0.02788 0.0293  0.03076 0.03126 0.03157 0.03161 0.03161 0.03145 0.03108 0.02969 0.02814 0.0243  0.02409 0.01995 0.01995 0.01897 0.01454 0.01454]
