key,average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 correct_C,0.268,0.34,0.412,0.568,0.636,0.72,0.76,0.812,0.86,0.884,0.916,0.916,0.944,0.932,0.94,0.948,0.964,0.952,0.96,0.972,0.976,0.984,0.992,0.996,0.996,0.992,0.992,0.992,0.996,0.996,0.996,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_D,0.448,0.516,0.644,0.716,0.78,0.82,0.872,0.904,0.924,0.944,0.944,0.952,0.96,0.968,0.968,0.968,0.98,0.98,0.988,0.992,0.996,0.992,0.992,0.988,0.992,0.996,0.996,1,1,0.996,0.996,0.996,0.996,1,1,1,0.996,0.996,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_L,0.336,0.42,0.56,0.696,0.76,0.84,0.888,0.928,0.952,0.956,0.96,0.968,0.972,0.98,0.976,0.992,0.996,0.996,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_O,0.216,0.344,0.44,0.524,0.596,0.64,0.708,0.768,0.808,0.836,0.836,0.872,0.904,0.916,0.928,0.932,0.944,0.944,0.96,0.96,0.968,0.976,0.984,0.98,0.976,0.988,0.992,0.992,0.992,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_P,0.376,0.568,0.672,0.744,0.808,0.852,0.876,0.904,0.916,0.92,0.944,0.956,0.956,0.96,0.964,0.976,0.98,0.984,0.988,0.992,0.992,0.992,0.992,0.992,0.996,0.996,0.996,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_T,0.304,0.436,0.528,0.572,0.628,0.7,0.772,0.82,0.832,0.828,0.884,0.896,0.916,0.916,0.932,0.928,0.952,0.956,0.968,0.968,0.964,0.968,0.976,0.988,0.988,0.984,0.984,0.988,0.992,0.992,0.992,0.992,0.996,0.996,0.996,0.996,0.996,0.996,0.992,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 p_confidence_C,0.06403,0.11006,0.16215,0.26492,0.34624,0.43356,0.50714,0.58264,0.64955,0.6968,0.7412,0.76583,0.80722,0.82481,0.84616,0.86844,0.88938,0.89645,0.90883,0.92203,0.92973,0.94249,0.95628,0.96439,0.96894,0.97097,0.97346,0.97567,0.97917,0.9834,0.98602,0.98728,0.98779,0.99028,0.99207,0.99353,0.99472,0.99593,0.99657,0.99734,0.99798,0.9984,0.99849,0.99855,0.99888,0.99907,0.99908,0.99919,0.99924,0.99937,0.99954,0.99963,0.9996,0.99951,0.99954,0.99953,0.99952,0.99951,0.99941,0.99965
 p_confidence_D,0.11334,0.1882,0.29594,0.3933,0.48437,0.56096,0.63561,0.70327,0.75455,0.79943,0.83013,0.85766,0.88065,0.90219,0.91527,0.92686,0.94312,0.95092,0.95987,0.96545,0.96969,0.97072,0.97315,0.97307,0.97718,0.9817,0.98328,0.98604,0.98933,0.98926,0.99065,0.99173,0.99326,0.99575,0.99642,0.99646,0.99451,0.99484,0.99509,0.99526,0.99762,0.99802,0.99823,0.99833,0.9983,0.9982,0.99864,0.9989,0.99956,0.99973,0.99978,0.99981,0.99982,0.99986,0.99994,0.99996,0.99997,0.99998,0.99998,0.99998
 p_confidence_L,0.0831,0.14965,0.24582,0.36171,0.45273,0.55091,0.63897,0.71466,0.77566,0.81759,0.84668,0.87311,0.89497,0.91602,0.92644,0.94735,0.95872,0.96612,0.97017,0.97399,0.98183,0.98603,0.98979,0.99298,0.99474,0.99613,0.99677,0.99697,0.99757,0.99785,0.9983,0.99855,0.99872,0.99902,0.99918,0.99929,0.99936,0.99942,0.99944,0.99947,0.99947,0.99971,0.99987,0.99991,0.99994,0.99996,0.99997,0.99998,0.99998,0.99998,0.99999,0.99999,0.99999,1,1,1,1,1,1,1
 p_confidence_O,0.05366,0.10844,0.17392,0.24285,0.31819,0.38421,0.4586,0.52988,0.58538,0.63447,0.66712,0.71419,0.75144,0.77692,0.80188,0.82303,0.84368,0.8587,0.88177,0.89701,0.91405,0.92752,0.93744,0.94157,0.94347,0.95516,0.96411,0.96873,0.97216,0.97746,0.97912,0.98136,0.98308,0.98342,0.98522,0.98727,0.98874,0.99034,0.99391,0.99505,0.9957,0.99629,0.99673,0.99717,0.99786,0.99822,0.99879,0.99902,0.99909,0.99931,0.99946,0.99954,0.99969,0.99974,0.99975,0.99977,0.99979,0.99983,0.99986,0.99988
 p_confidence_P,0.09847,0.204,0.31017,0.40961,0.50526,0.59028,0.65334,0.71386,0.75635,0.79035,0.83324,0.86402,0.88231,0.89793,0.91096,0.92829,0.94068,0.95348,0.9612,0.96839,0.9732,0.97479,0.97581,0.97903,0.98269,0.98335,0.98576,0.98807,0.99005,0.99355,0.9952,0.99622,0.9964,0.99695,0.99737,0.99794,0.9982,0.99864,0.99905,0.99929,0.9994,0.99951,0.9996,0.99968,0.99975,0.99984,0.99987,0.99992,0.99993,0.99994,0.99996,0.99996,0.99996,0.99996,0.99996,0.99996,0.99997,0.99998,0.99999,0.99999
 p_confidence_T,0.07592,0.14392,0.22002,0.29284,0.36218,0.43782,0.51388,0.58021,0.61875,0.64982,0.70338,0.74036,0.77115,0.79298,0.8182,0.8265,0.85174,0.87237,0.89599,0.90924,0.91465,0.92193,0.9313,0.94335,0.94851,0.95073,0.95448,0.95949,0.96576,0.96945,0.97227,0.97452,0.97849,0.98032,0.98168,0.98329,0.9843,0.98592,0.98505,0.98854,0.99329,0.99475,0.99553,0.99593,0.99622,0.99621,0.9961,0.99623,0.99719,0.99791,0.99789,0.99848,0.99855,0.99873,0.99881,0.99906,0.99909,0.99913,0.99915,0.9992
,std_err,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 correct_C,0.02801,0.02996,0.03113,0.03133,0.03043,0.0284,0.02701,0.02471,0.02195,0.02025,0.01754,0.01754,0.01454,0.01592,0.01502,0.01404,0.01178,0.01352,0.01239,0.01043,0.00968,0.00794,0.00563,0.00399,0.00399,0.00563,0.00563,0.00563,0.00399,0.00399,0.00399,0.00399,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_D,0.03145,0.03161,0.03028,0.02852,0.0262,0.0243,0.02113,0.01863,0.01676,0.01454,0.01454,0.01352,0.01239,0.01113,0.01113,0.01113,0.00885,0.00885,0.00689,0.00563,0.00399,0.00563,0.00563,0.00689,0.00563,0.00399,0.00399,0,0,0.00399,0.00399,0.00399,0.00399,0,0,0,0.00399,0.00399,0.00399,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_L,0.02987,0.03122,0.03139,0.02909,0.02701,0.02319,0.01995,0.01635,0.01352,0.01297,0.01239,0.01113,0.01043,0.00885,0.00968,0.00563,0.00399,0.00399,0.00399,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_O,0.02603,0.03004,0.03139,0.03159,0.03103,0.03036,0.02876,0.0267,0.02491,0.02342,0.02342,0.02113,0.01863,0.01754,0.01635,0.01592,0.01454,0.01454,0.01239,0.01239,0.01113,0.00968,0.00794,0.00885,0.00968,0.00689,0.00563,0.00563,0.00563,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_P,0.03063,0.03133,0.02969,0.0276,0.02491,0.02246,0.02084,0.01863,0.01754,0.01716,0.01454,0.01297,0.01297,0.01239,0.01178,0.00968,0.00885,0.00794,0.00689,0.00563,0.00563,0.00563,0.00563,0.00563,0.00399,0.00399,0.00399,0.00399,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_T,0.02909,0.03136,0.03157,0.03129,0.03057,0.02898,0.02653,0.0243,0.02365,0.02387,0.02025,0.01931,0.01754,0.01754,0.01592,0.01635,0.01352,0.01297,0.01113,0.01113,0.01178,0.01113,0.00968,0.00689,0.00689,0.00794,0.00794,0.00689,0.00563,0.00563,0.00563,0.00563,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00563,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 p_confidence_C,0.00684,0.01025,0.01326,0.0161,0.01844,0.01957,0.02045,0.02013,0.01918,0.01845,0.01696,0.01705,0.01528,0.016,0.01522,0.01431,0.01266,0.01368,0.01279,0.01131,0.01078,0.00919,0.00715,0.00593,0.00561,0.00636,0.00622,0.00617,0.0051,0.00466,0.0044,0.00438,0.00445,0.00265,0.00204,0.00168,0.00148,0.0011,0.0009,0.00068,0.00048,0.00037,0.00041,0.0005,0.00033,0.00027,0.0003,0.00029,0.00029,0.00022,0.00016,0.00017,0.00024,0.00034,0.00033,0.00037,0.00039,0.0004,0.00052,0.0003
 p_confidence_D,8.26E-03,1.24E-02,1.55E-02,1.78E-02,1.89E-02,1.95E-02,1.89E-02,1.78E-02,1.69E-02,1.55E-02,1.52E-02,1.44E-02,1.33E-02,1.22E-02,1.19E-02,1.16E-02,9.78E-03,9.53E-03,7.98E-03,7.10E-03,6.28E-03,7.00E-03,6.90E-03,7.62E-03,6.55E-03,5.41E-03,5.33E-03,4.07E-03,3.23E-03,4.58E-03,4.38E-03,4.28E-03,4.04E-03,1.92E-03,1.78E-03,1.99E-03,4.01E-03,4.00E-03,4.00E-03,4.00E-03,1.81E-03,1.56E-03,1.46E-03,1.41E-03,1.50E-03,1.63E-03,1.24E-03,1.01E-03,3.64E-04,2.05E-04,1.63E-04,1.33E-04,1.22E-04,8.84E-05,3.97E-05,2.63E-05,2.19E-05,1.40E-05,1.16E-05,1.03E-05
 p_confidence_L,7.69E-03,1.20E-02,1.55E-02,1.74E-02,1.88E-02,1.85E-02,1.76E-02,1.61E-02,1.47E-02,1.40E-02,1.34E-02,1.25E-02,1.17E-02,1.04E-02,1.06E-02,7.78E-03,6.53E-03,6.00E-03,5.76E-03,5.47E-03,3.46E-03,2.92E-03,2.29E-03,1.62E-03,1.34E-03,1.04E-03,8.94E-04,9.01E-04,7.61E-04,7.88E-04,5.50E-04,4.98E-04,4.85E-04,3.56E-04,3.45E-04,3.40E-04,3.37E-04,3.33E-04,3.56E-04,3.67E-04,4.01E-04,2.05E-04,6.88E-05,4.24E-05,3.11E-05,2.03E-05,1.59E-05,1.38E-05,1.38E-05,1.33E-05,1.16E-05,8.93E-06,3.07E-06,1.34E-06,1.35E-06,1.44E-06,1.41E-06,8.05E-07,5.11E-07,3.59E-07
